"","V1","V2"
"656","ENSG00000049239.13","H6PD"
"657","ENSG00000049245.13","VAMP3"
"658","ENSG00000049246.15","PER3"
"659","ENSG00000049247.14","UTS2"
"660","ENSG00000049249.10","TNFRSF9"
"661","ENSG00000049283.19","EPN3"
"662","ENSG00000049323.16","LTBP1"
"663","ENSG00000049449.10","RCN1"
"664","ENSG00000049540.19","ELN"
"665","ENSG00000049541.11","RFC2"
"666","ENSG00000049618.25","ARID1B"
"667","ENSG00000049656.14","CLPTM1L"
"668","ENSG00000049759.20","NEDD4L"
"669","ENSG00000049768.18","FOXP3"
"670","ENSG00000049769.14","PPP1R3F"
"671","ENSG00000049860.14","HEXB"
"672","ENSG00000049883.15","PTCD2"
"673","ENSG00000050030.16","NEXMIF"
"674","ENSG00000050130.18","JKAMP"
"675","ENSG00000050165.19","DKK3"
"676","ENSG00000050327.15","ARHGEF5"
"677","ENSG00000050344.9","NFE2L3"
"678","ENSG00000050393.12","MCUR1"
"679","ENSG00000050405.14","LIMA1"
"680","ENSG00000050426.16","LETMD1"
"681","ENSG00000050438.17","SLC4A8"
"682","ENSG00000050555.19","LAMC3"
"683","ENSG00000050628.21","PTGER3"
"684","ENSG00000050730.16","TNIP3"
"685","ENSG00000050748.18","MAPK9"
"686","ENSG00000050767.18","COL23A1"
"687","ENSG00000050820.17","BCAR1"
"688","ENSG00000051009.11","FHIP1B"
"689","ENSG00000051108.15","HERPUD1"
"690","ENSG00000051128.19","HOMER3"
"691","ENSG00000051180.17","RAD51"
"692","ENSG00000051341.15","POLQ"
"693","ENSG00000051382.10","PIK3CB"
"694","ENSG00000051523.12","CYBA"
"695","ENSG00000051596.10","THOC3"
"696","ENSG00000051620.11","HEBP2"
"697","ENSG00000051825.15","MPHOSPH9"
"698","ENSG00000052126.17","PLEKHA5"
"699","ENSG00000052344.16","PRSS8"
"700","ENSG00000052723.12","SIKE1"
"701","ENSG00000052749.15","RRP12"
"702","ENSG00000052795.13","FNIP2"
"703","ENSG00000052802.13","MSMO1"
"704","ENSG00000052841.16","TTC17"
"705","ENSG00000052850.8","ALX4"
"706","ENSG00000053108.18","FSTL4"
"707","ENSG00000053254.16","FOXN3"
"708","ENSG00000053328.9","METTL24"
"709","ENSG00000053371.14","AKR7A2"
"710","ENSG00000053372.5","MRTO4"
"711","ENSG00000053438.11","NNAT"
"712","ENSG00000053501.15","USE1"
"713","ENSG00000053524.13","MCF2L2"
"714","ENSG00000053702.15","NRIP2"
"715","ENSG00000053747.17","LAMA3"
"716","ENSG00000053770.12","AP5M1"
"717","ENSG00000053900.11","ANAPC4"
"718","ENSG00000053918.20","KCNQ1"
"719","ENSG00000054116.12","TRAPPC3"
"720","ENSG00000054118.15","THRAP3"
"721","ENSG00000054148.18","PHPT1"
"722","ENSG00000054179.12","ENTPD2"
"723","ENSG00000054219.11","LY75"
"724","ENSG00000054267.22","ARID4B"
"725","ENSG00000054277.14","OPN3"
"726","ENSG00000054282.16","SDCCAG8"
"727","ENSG00000054356.14","PTPRN"
"728","ENSG00000054392.13","HHAT"
"729","ENSG00000054523.20","KIF1B"
"730","ENSG00000054598.9","FOXC1"
"731","ENSG00000054611.14","TBC1D22A"
"732","ENSG00000054654.20","SYNE2"
"733","ENSG00000054690.14","PLEKHH1"
"734","ENSG00000054793.14","ATP9A"
"735","ENSG00000054796.13","SPO11"
"736","ENSG00000054803.4","CBLN4"
"737","ENSG00000054938.17","CHRDL2"
"738","ENSG00000054965.11","FAM168A"
"739","ENSG00000054967.13","RELT"
"740","ENSG00000054983.17","GALC"
"741","ENSG00000055044.11","NOP58"
"742","ENSG00000055070.17","SZRD1"
"743","ENSG00000055118.18","KCNH2"
"744","ENSG00000055130.18","CUL1"
"745","ENSG00000055147.19","FAM114A2"
"746","ENSG00000055163.21","CYFIP2"
"747","ENSG00000055208.20","TAB2"
"748","ENSG00000055211.14","GINM1"
"749","ENSG00000055332.19","EIF2AK2"
"750","ENSG00000055483.20","USP36"
"751","ENSG00000055609.21","KMT2C"
"752","ENSG00000055732.13","MCOLN3"
"753","ENSG00000055813.6","CCDC85A"
"754","ENSG00000055917.17","PUM2"
"755","ENSG00000055950.17","MRPL43"
"756","ENSG00000055955.17","ITIH4"
"757","ENSG00000055957.11","ITIH1"
"758","ENSG00000056050.7","HPF1"
"759","ENSG00000056097.16","ZFR"
"760","ENSG00000056277.16","ZNF280C"
"761","ENSG00000056291.19","NPFFR2"
"762","ENSG00000056487.17","PHF21B"
"763","ENSG00000056558.11","TRAF1"
"764","ENSG00000056586.16","RC3H2"
"765","ENSG00000056736.10","IL17RB"
"766","ENSG00000056972.21","TRAF3IP2"
"767","ENSG00000056998.21","GYG2"
"768","ENSG00000057019.16","DCBLD2"
"769","ENSG00000057149.16","SERPINB3"
"770","ENSG00000057252.13","SOAT1"
"771","ENSG00000057294.19","PKP2"
"772","ENSG00000057468.7","MSH4"
"773","ENSG00000057593.14","F7"
"774","ENSG00000057608.18","GDI2"
"775","ENSG00000057657.17","PRDM1"
"776","ENSG00000057663.16","ATG5"
"777","ENSG00000057704.13","TMCC3"
"778","ENSG00000057757.10","PITHD1"
"779","ENSG00000057935.14","MTA3"
"780","ENSG00000058056.10","USP13"
"781","ENSG00000058063.17","ATP11B"
"782","ENSG00000058085.15","LAMC2"
"783","ENSG00000058091.17","CDK14"
"784","ENSG00000058262.11","SEC61A1"
"785","ENSG00000058272.19","PPP1R12A"
"786","ENSG00000058335.16","RASGRF1"
"787","ENSG00000058404.21","CAMK2B"
"788","ENSG00000058453.17","CROCC"
"789","ENSG00000058600.16","POLR3E"
"790","ENSG00000058668.16","ATP2B4"
"791","ENSG00000058673.17","ZC3H11A"
"792","ENSG00000058729.11","RIOK2"
"793","ENSG00000058799.15","YIPF1"
"794","ENSG00000058804.12","NDC1"
"795","ENSG00000058866.15","DGKG"
"796","ENSG00000059122.17","FLYWCH1"
"797","ENSG00000059145.19","UNKL"
"798","ENSG00000059377.19","TBXAS1"
"799","ENSG00000059378.13","PARP12"
"800","ENSG00000059573.9","ALDH18A1"
"801","ENSG00000059588.10","TARBP1"
"802","ENSG00000059691.12","GATB"
"803","ENSG00000059728.11","MXD1"
"804","ENSG00000059758.8","CDK17"
"805","ENSG00000059769.20","DNAJC25"
"806","ENSG00000059804.18","SLC2A3"
"807","ENSG00000059915.17","PSD"
"808","ENSG00000060069.18","CTDP1"
"809","ENSG00000060138.13","YBX3"
"810","ENSG00000060140.9","STYK1"
"811","ENSG00000060237.19","WNK1"
"812","ENSG00000060303.5","RPS17P5"
"813","ENSG00000060339.14","CCAR1"
"814","ENSG00000060491.17","OGFR"
"815","ENSG00000060558.4","GNA15"
"816","ENSG00000060566.14","CREB3L3"
"817","ENSG00000060642.12","PIGV"
"818","ENSG00000060656.20","PTPRU"
"819","ENSG00000060688.13","SNRNP40"
"820","ENSG00000060709.17","RIMBP2"
"821","ENSG00000060718.22","COL11A1"
"822","ENSG00000060749.17","QSER1"
"823","ENSG00000060762.20","MPC1"
"824","ENSG00000060971.19","ACAA1"
"825","ENSG00000060982.15","BCAT1"
"826","ENSG00000061273.18","HDAC7"
"827","ENSG00000061337.16","LZTS1"
"828","ENSG00000061455.11","PRDM6"
"829","ENSG00000061492.12","WNT8A"
"830","ENSG00000061656.11","SPAG4"
"831","ENSG00000061676.16","NCKAP1"
"832","ENSG00000061794.13","MRPS35"
"833","ENSG00000061918.14","GUCY1B1"
"834","ENSG00000061936.10","SFSWAP"
"835","ENSG00000061938.21","TNK2"
"836","ENSG00000061987.16","MON2"
"837","ENSG00000062038.15","CDH3"
"838","ENSG00000062096.15","ARSF"
"839","ENSG00000062194.16","GPBP1"
"840","ENSG00000062282.15","DGAT2"
"841","ENSG00000062370.17","ZNF112"
"842","ENSG00000062485.19","CS"
"843","ENSG00000062524.16","LTK"
"844","ENSG00000062582.14","MRPS24"
"845","ENSG00000062598.18","ELMO2"
"846","ENSG00000062650.20","WAPL"
"847","ENSG00000062716.13","VMP1"
"848","ENSG00000062725.10","APPBP2"
"849","ENSG00000062822.16","POLD1"
"850","ENSG00000063015.21","SEZ6"
"851","ENSG00000063046.18","EIF4B"
"852","ENSG00000063127.16","SLC6A16"
"853","ENSG00000063169.12","BICRA"
"854","ENSG00000063176.16","SPHK2"
"855","ENSG00000063177.13","RPL18"
"856","ENSG00000063180.9","CA11"
"857","ENSG00000063241.8","ISOC2"
"858","ENSG00000063244.14","U2AF2"
"859","ENSG00000063245.15","EPN1"
"860","ENSG00000063322.15","MED29"
"861","ENSG00000063438.20","AHRR"
"862","ENSG00000063515.3","GSC2"
"863","ENSG00000063587.15","ZNF275"
"864","ENSG00000063601.17","MTMR1"
"865","ENSG00000063660.9","GPC1"
"866","ENSG00000063761.16","ADCK1"
"867","ENSG00000063854.13","HAGH"
"868","ENSG00000063978.17","RNF4"
"869","ENSG00000064012.24","CASP8"
"870","ENSG00000064042.18","LIMCH1"
"871","ENSG00000064102.15","INTS13"
"872","ENSG00000064115.11","TM7SF3"
"873","ENSG00000064195.7","DLX3"
"874","ENSG00000064199.7","SPA17"
"875","ENSG00000064201.16","TSPAN32"
"876","ENSG00000064205.11","CCN5"
"877","ENSG00000064218.5","DMRT3"
"878","ENSG00000064225.13","ST3GAL6"
"879","ENSG00000064270.13","ATP2C2"
"880","ENSG00000064300.9","NGFR"
"881","ENSG00000064309.16","CDON"
"882","ENSG00000064313.13","TAF2"
"883","ENSG00000064393.16","HIPK2"
"884","ENSG00000064419.14","TNPO3"
"885","ENSG00000064489.23","BORCS8-MEF2B"
"886","ENSG00000064490.14","RFXANK"
"887","ENSG00000064545.15","TMEM161A"
"888","ENSG00000064547.14","LPAR2"
"889","ENSG00000064601.21","CTSA"
"890","ENSG00000064607.17","SUGP2"
"891","ENSG00000064651.14","SLC12A2"
"892","ENSG00000064652.11","SNX24"
"893","ENSG00000064655.19","EYA2"
"894","ENSG00000064666.15","CNN2"
"895","ENSG00000064687.13","ABCA7"
"896","ENSG00000064692.20","SNCAIP"
"897","ENSG00000064703.13","DDX20"
"898","ENSG00000064726.10","BTBD1"
"899","ENSG00000064763.12","FAR2"
"900","ENSG00000064787.14","BCAS1"
"901","ENSG00000064835.12","POU1F1"
"902","ENSG00000064886.14","CHI3L2"
"903","ENSG00000064932.16","SBNO2"
"904","ENSG00000064933.19","PMS1"
"905","ENSG00000064961.19","HMG20B"
"906","ENSG00000064989.13","CALCRL"
"907","ENSG00000064995.19","TAF11"
"908","ENSG00000064999.16","ANKS1A"
"909","ENSG00000065000.20","AP3D1"
"910","ENSG00000065029.15","ZNF76"
"911","ENSG00000065054.14","NHERF2"
"912","ENSG00000065057.9","NTHL1"
"913","ENSG00000065060.18","BLTP3A"
"914","ENSG00000065135.12","GNAI3"
"915","ENSG00000065150.21","IPO5"
"916","ENSG00000065154.12","OAT"
"917","ENSG00000065183.16","WDR3"
"918","ENSG00000065243.20","PKN2"
"919","ENSG00000065268.11","WDR18"
"920","ENSG00000065308.5","TRAM2"
"921","ENSG00000065320.9","NTN1"
"922","ENSG00000065325.13","GLP2R"
"923","ENSG00000065328.17","MCM10"
"924","ENSG00000065357.20","DGKA"
"925","ENSG00000065361.17","ERBB3"
"926","ENSG00000065371.18","ROPN1"
"927","ENSG00000065413.20","ANKRD44"
"928","ENSG00000065427.15","KARS1"
"929","ENSG00000065457.11","ADAT1"
"930","ENSG00000065485.20","PDIA5"
"931","ENSG00000065491.8","TBC1D22B"
"932","ENSG00000065518.8","NDUFB4"
"933","ENSG00000065526.13","SPEN"
"934","ENSG00000065534.20","MYLK"
"935","ENSG00000065548.19","ZC3H15"
"936","ENSG00000065559.15","MAP2K4"
"937","ENSG00000065600.13","PACC1"
"938","ENSG00000065609.15","SNAP91"
"939","ENSG00000065613.15","SLK"
"940","ENSG00000065615.14","CYB5R4"
"941","ENSG00000065618.21","COL17A1"
"942","ENSG00000065621.15","GSTO2"
"943","ENSG00000065665.21","SEC61A2"
"944","ENSG00000065675.16","PRKCQ"
"945","ENSG00000065717.16","TLE2"
"946","ENSG00000065802.12","ASB1"
"947","ENSG00000065809.14","FAM107B"
"948","ENSG00000065833.9","ME1"
"949","ENSG00000065882.18","TBC1D1"
"950","ENSG00000065883.18","CDK13"
"951","ENSG00000065911.13","MTHFD2"
"952","ENSG00000065923.10","SLC9A7"
"953","ENSG00000065970.9","FOXJ2"
"954","ENSG00000065978.19","YBX1"
"955","ENSG00000065989.16","PDE4A"
"956","ENSG00000066027.12","PPP2R5A"
"957","ENSG00000066032.19","CTNNA2"
"958","ENSG00000066044.15","ELAVL1"
"959","ENSG00000066056.15","TIE1"
"960","ENSG00000066084.13","DIP2B"
"961","ENSG00000066117.15","SMARCD1"
"962","ENSG00000066135.13","KDM4A"
"963","ENSG00000066136.21","NFYC"
"964","ENSG00000066185.13","ZMYND12"
"965","ENSG00000066230.12","SLC9A3"
"966","ENSG00000066248.15","NGEF"
"967","ENSG00000066279.19","ASPM"
"968","ENSG00000066294.15","CD84"
"969","ENSG00000066322.15","ELOVL1"
"970","ENSG00000066336.13","SPI1"
"971","ENSG00000066379.15","POLR1H"
"972","ENSG00000066382.17","MPPED2"
"973","ENSG00000066405.13","CLDN18"
"974","ENSG00000066422.7","ZBTB11"
"975","ENSG00000066427.25","ATXN3"
"976","ENSG00000066455.13","GOLGA5"
"977","ENSG00000066468.24","FGFR2"
"978","ENSG00000066557.6","LRRC40"
"979","ENSG00000066583.12","ISOC1"
"980","ENSG00000066629.19","EML1"
"981","ENSG00000066651.20","TRMT11"
"982","ENSG00000066654.14","THUMPD1"
"983","ENSG00000066697.15","MSANTD3"
"984","ENSG00000066735.16","KIF26A"
"985","ENSG00000066739.12","ATG2B"
"986","ENSG00000066777.9","ARFGEF1"
"987","ENSG00000066813.14","ACSM2B"
"988","ENSG00000066827.16","ZFAT"
"989","ENSG00000066855.16","MTFR1"
"990","ENSG00000066923.19","STAG3"
"991","ENSG00000066926.13","FECH"
"992","ENSG00000066933.17","MYO9A"
"993","ENSG00000067048.17","DDX3Y"
"994","ENSG00000067057.19","PFKP"
"995","ENSG00000067064.13","IDI1"
"996","ENSG00000067066.17","SP100"
"997","ENSG00000067082.15","KLF6"
"998","ENSG00000067113.17","PLPP1"
"999","ENSG00000067141.17","NEO1"
"1000","ENSG00000067167.8","TRAM1"
"1001","ENSG00000067177.15","PHKA1"
"1002","ENSG00000067182.9","TNFRSF1A"
"1003","ENSG00000067191.17","CACNB1"
"1004","ENSG00000067208.17","EVI5"
"1005","ENSG00000067221.14","STOML1"
"1006","ENSG00000067225.21","PKM"
"1007","ENSG00000067248.11","DHX29"
"1008","ENSG00000067334.14","DNTTIP2"
"1009","ENSG00000067365.15","METTL22"
"1010","ENSG00000067369.14","TP53BP1"
"1011","ENSG00000067445.22","TRO"
"1012","ENSG00000067533.6","RRP15"
"1013","ENSG00000067560.14","RHOA"
"1014","ENSG00000067596.12","DHX8"
"1015","ENSG00000067601.11","PMS2P4"
"1016","ENSG00000067606.17","PRKCZ"
"1017","ENSG00000067646.12","ZFY"
"1018","ENSG00000067704.10","IARS2"
"1019","ENSG00000067715.15","SYT1"
"1020","ENSG00000067798.16","NAV3"
"1021","ENSG00000067829.20","IDH3G"
"1022","ENSG00000067836.13","ROGDI"
"1023","ENSG00000067840.13","PDZD4"
"1024","ENSG00000067842.19","ATP2B3"
"1025","ENSG00000067900.9","ROCK1"
"1026","ENSG00000067955.15","CBFB"
"1027","ENSG00000067992.17","PDK3"
"1028","ENSG00000068001.14","HYAL2"
"1029","ENSG00000068024.18","HDAC4"
"1030","ENSG00000068028.18","RASSF1"
"1031","ENSG00000068078.20","FGFR3"
"1032","ENSG00000068079.8","IFI35"
"1033","ENSG00000068097.16","HEATR6"
"1034","ENSG00000068120.15","COASY"
"1035","ENSG00000068137.15","PLEKHH3"
"1036","ENSG00000068305.19","MEF2A"
"1037","ENSG00000068308.15","OTUD5"
"1038","ENSG00000068323.17","TFE3"
"1039","ENSG00000068354.16","TBC1D25"
"1040","ENSG00000068366.21","ACSL4"
"1041","ENSG00000068383.19","INPP5A"
"1042","ENSG00000068394.11","GPKOW"
"1043","ENSG00000068400.14","GRIPAP1"
"1044","ENSG00000068438.15","FTSJ1"
"1045","ENSG00000068489.13","PRR11"
"1046","ENSG00000068615.20","REEP1"
"1047","ENSG00000068650.19","ATP11A"
"1048","ENSG00000068654.17","POLR1A"
"1049","ENSG00000068697.7","LAPTM4A"
"1050","ENSG00000068724.18","TTC7A"
"1051","ENSG00000068745.15","IP6K2"
"1052","ENSG00000068781.21","STON1-GTF2A1L"
"1053","ENSG00000068784.13","SRBD1"
"1054","ENSG00000068796.19","KIF2A"
"1055","ENSG00000068831.19","RASGRP2"
"1056","ENSG00000068878.15","PSME4"
"1057","ENSG00000068885.15","IFT80"
"1058","ENSG00000068903.21","SIRT2"
"1059","ENSG00000068912.15","ERLEC1"
"1060","ENSG00000068971.14","PPP2R5B"
"1061","ENSG00000068976.14","PYGM"
"1062","ENSG00000068985.5","PAGE1"
"1063","ENSG00000069011.16","PITX1"
"1064","ENSG00000069018.19","TRPC7"
"1065","ENSG00000069020.19","MAST4"
"1066","ENSG00000069122.19","ADGRF5"
"1067","ENSG00000069188.17","SDK2"
"1068","ENSG00000069206.15","ADAM7"
"1069","ENSG00000069248.12","NUP133"
"1070","ENSG00000069275.13","NUCKS1"
"1071","ENSG00000069329.19","VPS35"
"1072","ENSG00000069345.12","DNAJA2"
"1073","ENSG00000069399.15","BCL3"
"1074","ENSG00000069424.16","KCNAB2"
"1075","ENSG00000069431.14","ABCC9"
"1076","ENSG00000069482.7","GAL"
"1077","ENSG00000069493.15","CLEC2D"
"1078","ENSG00000069509.6","FUNDC1"
"1079","ENSG00000069535.14","MAOB"
"1080","ENSG00000069667.16","RORA"
"1081","ENSG00000069696.7","DRD4"
"1082","ENSG00000069702.11","TGFBR3"
"1083","ENSG00000069764.10","PLA2G10"
"1084","ENSG00000069812.11","HES2"
"1085","ENSG00000069849.11","ATP1B3"
"1086","ENSG00000069869.17","NEDD4"
"1087","ENSG00000069943.10","PIGB"
"1088","ENSG00000069956.14","MAPK6"
"1089","ENSG00000069966.19","GNB5"
"1090","ENSG00000069974.17","RAB27A"
"1091","ENSG00000069998.12","HDHD5"
"1092","ENSG00000070010.19","UFD1"
"1093","ENSG00000070018.9","LRP6"
"1094","ENSG00000070019.5","GUCY2C"
"1095","ENSG00000070031.4","SCT"
"1096","ENSG00000070047.13","PHRF1"
"1097","ENSG00000070061.16","ELP1"
"1098","ENSG00000070081.18","NUCB2"
"1099","ENSG00000070087.15","PFN2"
"1100","ENSG00000070159.14","PTPN3"
"1101","ENSG00000070182.21","SPTB"
"1102","ENSG00000070190.13","DAPP1"
"1103","ENSG00000070193.5","FGF10"
"1104","ENSG00000070214.17","SLC44A1"
"1105","ENSG00000070269.14","TMEM260"
"1106","ENSG00000070366.14","SMG6"
"1107","ENSG00000070367.17","EXOC5"
"1108","ENSG00000070371.16","CLTCL1"
"1109","ENSG00000070388.12","FGF22"
"1110","ENSG00000070404.10","FSTL3"
"1111","ENSG00000070413.21","DGCR2"
"1112","ENSG00000070423.18","RNF126"
"1113","ENSG00000070444.15","MNT"
"1114","ENSG00000070476.15","ZXDC"
"1115","ENSG00000070495.15","JMJD6"
"1116","ENSG00000070501.12","POLB"
"1117","ENSG00000070526.15","ST6GALNAC1"
"1118","ENSG00000070540.13","WIPI1"
"1119","ENSG00000070601.10","FRMPD1"
"1120","ENSG00000070610.14","GBA2"
"1121","ENSG00000070614.15","NDST1"
"1122","ENSG00000070669.17","ASNS"
"1123","ENSG00000070718.13","AP3M2"
"1124","ENSG00000070729.14","CNGB1"
"1125","ENSG00000070731.11","ST6GALNAC2"
"1126","ENSG00000070748.19","CHAT"
"1127","ENSG00000070756.17","PABPC1"
"1128","ENSG00000070759.17","TESK2"
"1129","ENSG00000070761.8","CFAP20"
"1130","ENSG00000070770.10","CSNK2A2"
"1131","ENSG00000070778.13","PTPN21"
"1132","ENSG00000070785.17","EIF2B3"
"1133","ENSG00000070808.17","CAMK2A"
"1134","ENSG00000070814.22","TCOF1"
"1135","ENSG00000070831.18","CDC42"
"1136","ENSG00000070882.13","OSBPL3"
"1137","ENSG00000070886.12","EPHA8"
"1138","ENSG00000070915.10","SLC12A3"
"1139","ENSG00000070950.10","RAD18"
"1140","ENSG00000070961.17","ATP2B1"
"1141","ENSG00000070985.14","TRPM5"
"1142","ENSG00000071051.14","NCK2"
"1143","ENSG00000071054.17","MAP4K4"
"1144","ENSG00000071073.13","MGAT4A"
"1145","ENSG00000071082.11","RPL31"
"1146","ENSG00000071127.18","WDR1"
"1147","ENSG00000071189.21","SNX13"
"1148","ENSG00000071203.9","MS4A12"
"1149","ENSG00000071205.12","ARHGAP10"
"1150","ENSG00000071242.13","RPS6KA2"
"1151","ENSG00000071243.16","ING3"
"1152","ENSG00000071246.11","VASH1"
"1153","ENSG00000071282.12","LMCD1"
"1154","ENSG00000071462.13","BUD23"
"1155","ENSG00000071537.14","SEL1L"
"1156","ENSG00000071539.14","TRIP13"
"1157","ENSG00000071553.18","ATP6AP1"
"1158","ENSG00000071564.19","TCF3"
"1159","ENSG00000071575.12","TRIB2"
"1160","ENSG00000071626.17","DAZAP1"
"1161","ENSG00000071655.18","MBD3"
"1162","ENSG00000071677.1","PRLH"
"1163","ENSG00000071794.16","HLTF"
"1164","ENSG00000071859.15","FAM50A"
"1165","ENSG00000071889.17","FAM3A"
"1166","ENSG00000071894.17","CPSF1"
"1167","ENSG00000071909.19","MYO3B"
"1168","ENSG00000071967.12","CYBRD1"
"1169","ENSG00000071991.9","CDH19"
"1170","ENSG00000071994.11","PDCD2"
"1171","ENSG00000072041.18","SLC6A15"
"1172","ENSG00000072042.13","RDH11"
"1173","ENSG00000072062.16","PRKACA"
"1174","ENSG00000072071.17","ADGRL1"
"1175","ENSG00000072080.11","SPP2"
"1176","ENSG00000072110.17","ACTN1"
"1177","ENSG00000072121.17","ZFYVE26"
"1178","ENSG00000072133.12","RPS6KA6"
"1179","ENSG00000072134.16","EPN2"
"1180","ENSG00000072135.13","PTPN18"
"1181","ENSG00000072163.20","LIMS2"
"1182","ENSG00000072182.14","ASIC4"
"1183","ENSG00000072195.15","SPEG"
"1184","ENSG00000072201.14","LNX1"
"1185","ENSG00000072210.19","ALDH3A2"
"1186","ENSG00000072274.14","TFRC"
"1187","ENSG00000072310.18","SREBF1"
"1188","ENSG00000072315.4","TRPC5"
"1189","ENSG00000072364.13","AFF4"
"1190","ENSG00000072401.15","UBE2D1"
"1191","ENSG00000072415.10","PALS1"
"1192","ENSG00000072422.17","RHOBTB1"
"1193","ENSG00000072501.19","SMC1A"
"1194","ENSG00000072506.14","HSD17B10"
"1195","ENSG00000072518.23","MARK2"
"1196","ENSG00000072571.20","HMMR"
"1197","ENSG00000072609.18","CHFR"
"1198","ENSG00000072657.10","TRHDE"
"1199","ENSG00000072682.20","P4HA2"
"1200","ENSG00000072694.22","FCGR2B"
"1201","ENSG00000072736.19","NFATC3"
"1202","ENSG00000072756.18","TRNT1"
"1203","ENSG00000072778.20","ACADVL"
"1204","ENSG00000072786.13","STK10"
"1205","ENSG00000072803.18","FBXW11"
"1206","ENSG00000072818.12","ACAP1"
"1207","ENSG00000072832.15","CRMP1"
"1208","ENSG00000072840.13","EVC"
"1209","ENSG00000072849.11","DERL2"
"1210","ENSG00000072858.12","SIDT1"
"1211","ENSG00000072864.16","NDE1"
"1212","ENSG00000072952.21","IRAG1"
"1213","ENSG00000072954.7","TMEM38A"
"1214","ENSG00000072958.9","AP1M1"
"1215","ENSG00000073008.16","PVR"
"1216","ENSG00000073050.12","XRCC1"
"1217","ENSG00000073060.17","SCARB1"
"1218","ENSG00000073067.14","CYP2W1"
"1219","ENSG00000073111.15","MCM2"
"1220","ENSG00000073146.17","MOV10L1"
"1221","ENSG00000073150.14","PANX2"
"1222","ENSG00000073169.15","SELENOO"
"1223","ENSG00000073282.14","TP63"
"1224","ENSG00000073331.18","ALPK1"
"1225","ENSG00000073350.14","LLGL2"
"1226","ENSG00000073417.15","PDE8A"
"1227","ENSG00000073464.13","CLCN4"
"1228","ENSG00000073536.18","NLE1"
"1229","ENSG00000073578.18","SDHA"
"1230","ENSG00000073584.20","SMARCE1"
"1231","ENSG00000073598.6","FNDC8"
"1232","ENSG00000073605.19","GSDMB"
"1233","ENSG00000073614.13","KDM5A"
"1234","ENSG00000073670.14","ADAM11"
"1235","ENSG00000073711.11","PPP2R3A"
"1236","ENSG00000073712.15","FERMT2"
"1237","ENSG00000073734.10","ABCB11"
"1238","ENSG00000073737.17","DHRS9"
"1239","ENSG00000073754.6","CD5L"
"1240","ENSG00000073756.13","PTGS2"
"1241","ENSG00000073792.16","IGF2BP2"
"1242","ENSG00000073803.14","MAP3K13"
"1243","ENSG00000073849.16","ST6GAL1"
"1244","ENSG00000073861.3","TBX21"
"1245","ENSG00000073905.8","VDAC1P1"
"1246","ENSG00000073910.23","FRY"
"1247","ENSG00000073921.18","PICALM"
"1248","ENSG00000073969.19","NSF"
"1249","ENSG00000074047.22","GLI2"
"1250","ENSG00000074054.21","CLASP1"
"1251","ENSG00000074071.15","MRPS34"
"1252","ENSG00000074181.9","NOTCH3"
"1253","ENSG00000074201.9","CLNS1A"
"1254","ENSG00000074211.14","PPP2R2C"
"1255","ENSG00000074219.14","TEAD2"
"1256","ENSG00000074266.24","EED"
"1257","ENSG00000074276.11","CDHR2"
"1258","ENSG00000074317.11","SNCB"
"1259","ENSG00000074319.13","TSG101"
"1260","ENSG00000074356.17","NCBP3"
"1261","ENSG00000074370.19","ATP2A3"
"1262","ENSG00000074410.14","CA12"
"1263","ENSG00000074416.16","MGLL"
"1264","ENSG00000074527.13","NTN4"
"1265","ENSG00000074582.15","BCS1L"
"1266","ENSG00000074590.14","NUAK1"
"1267","ENSG00000074603.19","DPP8"
"1268","ENSG00000074621.14","SLC24A1"
"1269","ENSG00000074657.14","ZNF532"
"1270","ENSG00000074660.17","SCARF1"
"1271","ENSG00000074695.6","LMAN1"
"1272","ENSG00000074696.13","HACD3"
"1273","ENSG00000074706.14","IPCEF1"
"1274","ENSG00000074755.15","ZZEF1"
"1275","ENSG00000074771.4","NOX3"
"1276","ENSG00000074800.16","ENO1"
