"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
1769.7811317594,0.126910585681069,0.0813736443735839,1.55960307121586,0.118853710296965,0.975613342503814
11.4946253457296,2.12789971634976,1.50800759299604,1.41106697753567,0.158224865902834,0.975613342503814
1704.49557235718,0.166493072297838,0.114152847329362,1.45851002575048,0.144700013712301,0.975613342503814
470.267211090083,-0.192012637917194,0.0939903210829884,-2.04289798890736,0.0410625374574432,0.975613342503814
979.92219478884,-0.0910568935777541,0.0817136096070963,-1.1143418338216,0.26513256654337,0.975613342503814
2705.37856368665,0.0306606856232502,0.0565628181208852,0.542064321436789,0.587774196246877,0.991503261191167
2255.84494928389,-0.0115258414425973,0.0592620613215943,-0.194489377952121,0.845792712101499,0.997919101332346
2324.38713782997,0.0370313387827614,0.0788570481686498,0.469600874528848,0.638640199757698,0.992696961386439
488.575341457705,0.074171952002594,0.109536832308151,0.677141655821598,0.498316081460417,0.987729546724155
2032.17358897962,-0.161275027724999,0.0676701867379215,-2.38325081545287,0.0171604979116567,0.975613342503814
3828.96644806976,0.107412836415677,0.0679015081946355,1.58189176163488,0.113674281973444,0.975613342503814
1010.60132634373,-0.0827423363618137,0.119510925688291,-0.692341188768153,0.488723089506015,0.987729546724155
155.058266140343,-0.260795732069412,0.174895397698733,-1.49115262894823,0.135921427463087,0.975613342503814
1252.05638945399,-0.120494616093457,0.116887208529268,-1.03086229545199,0.30260540010925,0.97676953687471
179.486702250539,-0.0509377171162935,0.205903619102429,-0.247386215639824,0.804609341044323,0.997919101332346
260.264871311772,0.138917990342678,0.144679039785794,0.960180483284617,0.336964387608473,0.979990058327996
611.044895826804,0.105682125036427,0.103081386284746,1.0252299551395,0.305254697174734,0.97676953687471
687.602799600376,0.110851167407643,0.176276592194468,0.628847914675775,0.529448627882884,0.988636680436175
1691.22744915084,0.0820806927232119,0.0822817977405059,0.997555899083195,0.318494755044156,0.977122106028983
70.6385747360794,-0.408165730833229,0.284237033789772,-1.43600475065159,0.151000989461255,0.975613342503814
14.5079795933522,-1.11617522664101,0.592686339634014,-1.88324776867686,0.0596667981753358,0.975613342503814
2470.66182568416,-0.083868177836574,0.06230627756506,-1.34606304716245,0.178282184678255,0.975613342503814
696.848551076991,0.00163617647537802,0.0932702821221015,0.0175423129227387,0.986003977200936,0.999301740754007
2600.11777221647,-0.0204538858321784,0.0530056290819975,-0.3858813900791,0.699584513785081,0.995321007080403
566.117017976683,-0.0186218645477719,0.0882552945742563,-0.210999970456207,0.832887294408691,0.997919101332346
82.5725596670903,-0.209050944933439,0.234996084567483,-0.889593310961769,0.373684299226262,0.982942881717723
90.4626474217391,0.193373549962073,0.253140027273709,0.763899538309629,0.444927112595425,0.986172875688505
1167.23470282679,-0.090769461365675,0.3307226364511,-0.274457963747806,0.783732703761159,0.997919101332346
1177.80648601533,-0.0751718424048544,0.0875358814197136,-0.858754617942595,0.390475910127274,0.985412513906936
98.3268475332564,-0.0491158237563684,0.309322516494983,-0.158785155096089,0.873838144937843,0.997919101332346
705.244214541615,-0.0345907708605004,0.0924292029333609,-0.374240713570142,0.708225236053848,0.995451355438824
363.165272353231,-0.0989482520453853,0.162834354910263,-0.607662013952245,0.543411661672923,0.988636680436175
554.054340032279,0.0373451366345859,0.100822610455795,0.370404381177569,0.711081209890472,0.995451355438824
2076.62832496688,0.134502974622852,0.0489275048383845,2.74902583050447,0.00597726756297719,0.975613342503814
527.793928731348,-0.121187767555504,0.114264626901807,-1.0605886602128,0.288876878233753,0.976739136483229
3507.11253181747,-0.0512594097032294,0.0801986563474354,-0.639155467657265,0.522721798919286,0.988636680436175
