"","ID","log2FoldChange","AveExpr","t","P.Value","padj","B"
"UBQLN1-AS1","UBQLN1-AS1",0.278673597528363,1.16072448107852,1.06036306302485,0.293923477612238,0.966249064157513,-4.77682027311175
"ENSG00000295182","ENSG00000295182",0.220696984308173,-1.11832390338439,0.395729612522841,0.693937929801953,0.985652254872372,-4.77685074725032
"NME2P1","NME2P1",-0.249801293944325,-0.983393158414363,-0.493711220345922,0.623607633121881,0.982126754449435,-4.77689892364661
"TMEM179","TMEM179",0.279472828597802,-0.629724014751219,0.548619830529852,0.585635246654436,0.981132212939498,-4.7769005319641
"LGALS9","LGALS9",0.296820822041,0.0191570306431726,0.831305582353751,0.40963594293675,0.966249064157513,-4.77705142356539
"CDKN2A-AS1","CDKN2A-AS1",0.29822869566542,-0.828959133769543,0.574896567273667,0.567862510209223,0.981132212939498,-4.77710966558875
"KCNMB3","KCNMB3",0.306960471464994,0.472720264181919,0.943126615861129,0.350016351082655,0.966249064157513,-4.77713863562134
"ENSG00000124593","ENSG00000124593",-0.33211758869156,-0.606866107284145,-0.657737694437777,0.513633796092014,0.979459321950558,-4.77719229502455
"APOBEC3B","APOBEC3B",0.315895133829615,0.404163306394599,0.957718420981935,0.342675966289528,0.966249064157513,-4.77721708708944
"SPX","SPX",0.283434375117932,1.1922057626296,1.09885667847507,0.276937381190556,0.966249064157513,-4.77723816169886
"KRBA2","KRBA2",0.254540024904274,2.20248131059861,1.29788388479589,0.200105915162317,0.966087675220777,-4.77723849748418
"CERS1","CERS1",-0.245324835490467,2.25241648076986,-1.29111635892639,0.202424517502608,0.966087675220777,-4.7773395069039
"ZNF730","ZNF730",-0.345038583860905,-0.0905872380269786,-0.772640546308565,0.443264092514431,0.972303673057403,-4.77734195757245
"RPL8P5","RPL8P5",-0.203422506371908,-1.17968713939214,-0.348674176524563,0.728754318631853,0.988460362237359,-4.77734758950346
"PKD1-AS1","PKD1-AS1",-0.236013648445862,-1.01291733246901,-0.395229234880265,0.694304842066317,0.985652254872372,-4.77740111896476
"HOXC-AS3","HOXC-AS3",-0.187899424626424,-1.54869914373655,-0.313848412082496,0.754902984193382,0.990272132131398,-4.77742161863251
"ENSG00000286088","ENSG00000286088",-0.0976895634231065,-1.2047049461806,-0.152798584432649,0.879153762419258,0.99473195164592,-4.77743772636031
"ENSG00000308261","ENSG00000308261",0.185951564635874,-1.39651420220402,0.362304072794937,0.718606247210809,0.986500595824561,-4.77747697729154
"LINC02918","LINC02918",-0.274812182922934,1.27938239714063,-1.1151446038757,0.269961339841673,0.966249064157513,-4.77749815549185
"ENSG00000286538","ENSG00000286538",-0.21330353633525,-1.17828055655361,-0.399668104876054,0.691052532604353,0.985652254872372,-4.77759891552428
"TEKT2","TEKT2",-0.270207938009912,-1.04018093794388,-0.492997198749289,0.624108581473118,0.982126754449435,-4.7777298024089
"PRODHLP","PRODHLP",-0.283805921479034,-0.833705967360334,-0.523841291668674,0.602634412125362,0.981760262886565,-4.7777641450665
"SNORA29","SNORA29",0.112358600172883,-1.47120703542097,0.170889875015572,0.864979498772672,0.99473195164592,-4.7778162550999
"ADGRE2","ADGRE2",0.133976446922395,-1.44818719695189,0.219934924716726,0.826790659497823,0.993612806999304,-4.77784321672133
"AMD1","AMD1",0.0906332450351677,8.21798749489742,2.09410384416604,0.0411869574409441,0.949737039162804,-4.77793183019302
"ENSG00000278000","ENSG00000278000",0.315190587315917,0.492105264267746,0.968504201533988,0.337315770963542,0.966249064157513,-4.77799976876956
"LINC02939","LINC02939",0.111656509821149,-1.44176401092928,0.188090291548439,0.851544488860985,0.994529865304671,-4.77808884458996
"GNG3","GNG3",0.307498732174048,0.144224478856952,0.854576688742823,0.396740544018442,0.966249064157513,-4.77810419580622
"ENSG00000298817","ENSG00000298817",0.229850812926108,-1.04743761704613,0.406064760416283,0.686376093838638,0.985652254872372,-4.77813101175613
"ZNF586","ZNF586",-0.173986168586585,3.80980629546719,-1.56239202211077,0.124315728794179,0.955537376572493,-4.77816545846938
"IRAIN","IRAIN",0.304684616084796,-0.334771649731471,0.714624706630116,0.478065459532679,0.978021902652778,-4.77827485955896
"ENSG00000272825","ENSG00000272825",-0.27418823160329,-0.730577928170901,-0.546288247323223,0.587225013814443,0.981132212939498,-4.77835283130685
"ENSG00000303992","ENSG00000303992",-0.331674823331127,-0.235003967552595,-0.816865783563942,0.417765103482155,0.967292512606402,-4.77838432808321
"ENSG00000254343","ENSG00000254343",0.219705296940682,-1.30078512682849,0.353002918105511,0.725525968254576,0.987801703809434,-4.77841987731434
"MIR9-2HG","MIR9-2HG",0.332318601411315,1.06249618703248,1.07003552662914,0.289589075235203,0.966249064157513,-4.77846625035893
"H3P47","H3P47",-0.181144429737844,-1.01168546717182,-0.332954286645442,0.740519429584837,0.989054679661505,-4.77847297543837
"ENSG00000286274","ENSG00000286274",0.208624924914955,-1.12011214616456,0.383437511545208,0.702972545026572,0.985864153788948,-4.77847336220937
"TNFAIP3","TNFAIP3",-0.213459723948103,3.05279603753605,-1.39426844493151,0.169218352060492,0.966087675220777,-4.7785944022582
"CDC42-AS1","CDC42-AS1",0.29842868192768,0.662942666603828,0.993140509214054,0.325281475314118,0.966249064157513,-4.77865219363332
"NPIPB2","NPIPB2",-0.346609549754994,-0.282701065857299,-0.780064651914911,0.438920667721861,0.971308591842949,-4.77869943129078
"ITGB1-DT","ITGB1-DT",-0.282238337719417,-1.0011181089924,-0.537376429588658,0.59332032292728,0.981132212939498,-4.7787880641161
"KCTD16","KCTD16",-0.181988392510676,-1.59432749593982,-0.278952385289362,0.781397655588106,0.992949793805728,-4.77879722430407
"RPS12P28","RPS12P28",0.0203942555437502,-1.19320571379737,0.0312873781935272,0.975161205367813,0.998940372767295,-4.77882350265207
"PNMT","PNMT",-0.28979342760397,-0.173966986763669,-0.748914354607889,0.457313307663232,0.974821584603651,-4.77889572513375
"ENSG00000280417","ENSG00000280417",0.319121207661163,0.666101711854456,0.996623227735975,0.323603718992323,0.966249064157513,-4.77894965190443
"ENSG00000274383","ENSG00000274383",-0.315248449410884,-0.42795154755111,-0.640205757443336,0.524874928328921,0.979459321950558,-4.77897163430517
"ENSG00000300379","ENSG00000300379",0.307546307080169,-0.268349441122049,0.729270548652401,0.46913753157194,0.975815452013217,-4.77908150053123
"SHC4","SHC4",0.302989866853028,-0.629175204983128,0.648388871279155,0.519611986018759,0.979459321950558,-4.77910697552009
"ENSG00000286503","ENSG00000286503",-0.299800793067057,-0.825050426013151,-0.574844633414899,0.56789737309456,0.981132212939498,-4.77912638097545
"LINC00304","LINC00304",0.278007030817876,-0.561345607461545,0.608882141480924,0.545277135158071,0.980143834264402,-4.77928890133811
"ENSG00000301855","ENSG00000301855",0.0728427154204876,-1.51907013812488,0.110232003255588,0.912653505064497,0.994869499300384,-4.77929668060759
"GALNT5","GALNT5",0.191533870643861,-1.3583772943588,0.306919189312954,0.760141542182486,0.991704716961681,-4.77938554995361
"FAM86JP","FAM86JP",0.112090581177686,-1.37841113389208,0.17707882282725,0.860140550618172,0.99473195164592,-4.77939642466428
"PPP1R35-AS1","PPP1R35-AS1",-0.142691756867003,-1.13314644729044,-0.218433763690525,0.827953797413311,0.993612806999304,-4.77940463003681
"AURKC","AURKC",0.315455500696407,0.992964270210275,1.00682725241194,0.318721526558597,0.966249064157513,-4.77948542524476
"ENSG00000293187","ENSG00000293187",0.338391532541584,0.400236466600273,0.912913950401918,0.365538638869278,0.966249064157513,-4.779512769348
"ENSG00000280047","ENSG00000280047",0.0459618213362536,-1.54231465731151,0.0694641517874568,0.944888987231822,0.996835802925625,-4.7795468310302
"ENSG00000267048","ENSG00000267048",-0.312350122547857,-0.425648819235835,-0.639650958413888,0.525232759799777,0.979459321950558,-4.77973652799224
"RBFA","RBFA",-0.151526287424988,4.57636213379447,-1.68223299449978,0.0985736409619442,0.954876800868526,-4.77980528864848
"MTHFSD","MTHFSD",-0.156112291655056,4.2561262395915,-1.6392025545974,0.107261899412817,0.955537376572493,-4.7798702056668
"ENSG00000287077","ENSG00000287077",0.254274335916387,1.92631773076416,1.22462457189758,0.226284747079267,0.966087675220777,-4.77996277471825
"ENSG00000276728","ENSG00000276728",0.314704364626635,-0.600698203762007,0.646454005504731,0.520853853875338,0.979459321950558,-4.78000830353791
"ENSG00000303766","ENSG00000303766",0.169822873734692,-1.21749593978209,0.275062966599174,0.784367576825904,0.992949793805728,-4.78007418807881
"FABP5P7","FABP5P7",-0.0900385574051057,-1.12412988746021,-0.159367740236626,0.874002058952235,0.99473195164592,-4.78025149751266
"ENSG00000224174","ENSG00000224174",-0.0792114070597481,-1.35085555164062,-0.121040397521699,0.904129709301814,0.994869499300384,-4.78031518397018
"RPL26P36","RPL26P36",0.148631707419107,-1.40981233056858,0.246287661330561,0.806437837072837,0.993612806999304,-4.78036143757476
"FAM174A-DT","FAM174A-DT",-0.122442654487919,-1.50136927996934,-0.214226793841984,0.831215527025845,0.993612806999304,-4.78043427280449
"ENSG00000269903","ENSG00000269903",0.201598384888827,-1.03900057301587,0.361616614476279,0.719116887555289,0.986500595824561,-4.78048503940675
"LRRC37A5P","LRRC37A5P",-0.226126792486381,-1.07879884365512,-0.404884448687473,0.687238068291533,0.985652254872372,-4.78053347554734
"ENSG00000279583","ENSG00000279583",0.306803894817326,-0.178434142831399,0.70378591212285,0.484733759669394,0.979459321950558,-4.78058880408892
"ENSG00000295726","ENSG00000295726",-0.142094473747399,-1.45521696567185,-0.262500983655179,0.793981670954787,0.993073917992921,-4.78060372711233
"SH2D3A","SH2D3A",-0.242088635962193,2.13003161479129,-1.27211596836029,0.209041814801875,0.966087675220777,-4.78065010655268
"ENSG00000289096","ENSG00000289096",0.284784237857685,-0.757147771522848,0.530128505953548,0.598299486535049,0.981440255040997,-4.78088552808738
"HMSD","HMSD",-0.350668841512838,-0.628662365471445,-0.661453138625059,0.511268192683499,0.979459321950558,-4.78091272791248
"SHANK2","SHANK2",0.314385610317178,0.952156215950852,1.0413253282718,0.302584898536084,0.966249064157513,-4.78091305585651
"ENSG00000215156","ENSG00000215156",0.261725877375605,-0.646962295586965,0.511370638189229,0.611275498434606,0.981760262886565,-4.78094302804614
"PSMD6-AS1","PSMD6-AS1",-0.0654926311212192,-1.37404650868014,-0.111749908517784,0.911455795322894,0.994869499300384,-4.7809730540181
"PIK3CD-AS2","PIK3CD-AS2",-0.267881346815098,1.46924903693693,-1.15797741908624,0.252211319706901,0.966249064157513,-4.78098987695047
"ENSG00000259562","ENSG00000259562",0.309245660930293,1.26154631906011,1.08224787931231,0.284180065490673,0.966249064157513,-4.78103152159974
"CEP72-DT","CEP72-DT",-0.0281966144927759,-1.34309333388519,-0.0445781858597175,0.964615802418813,0.998770264099139,-4.78117453329961
"ENSG00000289515","ENSG00000289515",-0.230035057264161,-1.10590327318679,-0.347272852136069,0.729800483411964,0.988492715603936,-4.78118296856803
"SNORD19C","SNORD19C",-0.3215860249918,-0.687158700931409,-0.581787974673436,0.563245726353584,0.981132212939498,-4.78118437552978
"DLGAP4","DLGAP4",0.158697273193303,4.52766948323731,1.68600644467823,0.0978401353276223,0.954876800868526,-4.78120529447107
"ADAMTS16","ADAMTS16",-0.378121169299494,0.124594140991744,-0.776866267883566,0.440788768539867,0.972169101693353,-4.78126907756696
"PPP2R5B","PPP2R5B",0.201272204718631,2.78500390787955,1.40013256961442,0.167464926602707,0.966087675220777,-4.78136046396721
"ENSG00000265912","ENSG00000265912",0.258674548987318,-0.901586665696783,0.442241558889748,0.660164737615675,0.985652254872372,-4.78137786314236
"TLK2P1","TLK2P1",0.27166611548653,-0.691211497857,0.601302744949803,0.55027409483189,0.980143834264402,-4.78145073013405
"TIGD4","TIGD4",-0.326297251373654,-0.559380838803826,-0.653459635390214,0.516364859755575,0.979459321950558,-4.78147742405429
"SOCS1","SOCS1",-0.347054571868277,-0.121592208880653,-0.66347287753993,0.509984697108025,0.979459321950558,-4.78147921726847
"TWF1P1","TWF1P1",0.296460702832215,-0.526433590414736,0.635942667732305,0.52762780996656,0.979459321950558,-4.7815718455002
"DNAJC27","DNAJC27",0.228487623259985,2.81183825143182,1.37799448227386,0.174158662066766,0.966087675220777,-4.78162985626649
"DEGS2","DEGS2",-0.309413836633076,0.642641226795412,-1.00249921361276,0.320786215360986,0.966249064157513,-4.78166509484708
"CORT","CORT",0.264120265418926,-0.967558735669455,0.545983651694249,0.587432851154866,0.981132212939498,-4.78166965344722
"RPL8P3","RPL8P3",0.0796191932633288,-1.27204662888593,0.131735852433473,0.895706156517035,0.994869499300384,-4.78167267921344
"C10orf67","C10orf67",-0.0580172723258272,-1.30707098308056,-0.0881939116384014,0.930064356099829,0.994869499300384,-4.78169296136973
"ENSG00000228521","ENSG00000228521",0.0264960566643686,-1.65299073289763,0.0445732074361858,0.964619751404659,0.998770264099139,-4.78171454849236
"AHRR","AHRR",0.312923789144019,0.31102528288201,0.916700486036182,0.363569333518724,0.966249064157513,-4.78171455899771
"ENSG00000293962","ENSG00000293962",0.12299305964272,-1.19584386929522,0.185807769791767,0.853324876166931,0.99473195164592,-4.78182434743125
"BHLHE40-AS1","BHLHE40-AS1",-0.207991285256801,-1.1553960885638,-0.348197698998447,0.729109976765337,0.988492715603936,-4.78187789848903
"VAC14-AS1","VAC14-AS1",-0.0739730693767977,-1.29165622062057,-0.118235346081562,0.906340798765282,0.994869499300384,-4.78203552186892
"RBM5-AS1","RBM5-AS1",-0.0587086002587234,-1.29615598582647,-0.0971028123676154,0.92302137860404,0.994869499300384,-4.78203754004314
"RBBP4P2","RBBP4P2",0.213554556477709,-1.16539356065052,0.369429449331623,0.713321210366959,0.986500595824561,-4.78206310197419
"ENSG00000289516","ENSG00000289516",0.166777693536177,-1.46308962100341,0.286459126530851,0.775674888445197,0.99259502823187,-4.78217986596958
"ENSG00000273007","ENSG00000273007",-0.104720542736752,-1.44304230932332,-0.169829994770049,0.865808714859701,0.99473195164592,-4.78218637175483
"ZNF837","ZNF837",0.297924334413184,1.96512149493378,1.20034467204952,0.235493789945008,0.966249064157513,-4.78222383483997
"ADAMTS18","ADAMTS18",0.285068473822833,-1.04004224264274,0.555902535471644,0.58068289665129,0.981132212939498,-4.78225821415722
"ENSG00000298591","ENSG00000298591",0.00905244011914941,-1.23684216893731,0.0148252420518023,0.988228843189255,0.999416776765675,-4.78226420354483
"ENSG00000259015","ENSG00000259015",0.129826628912761,-1.27280868511246,0.209971955409449,0.834517416362507,0.993612806999304,-4.78228033743812
"ZNF22-AS1","ZNF22-AS1",-0.209507201903691,-1.36724145886018,-0.294114797017202,0.769851473012903,0.991704716961681,-4.78229307869227
"SNAI2","SNAI2",-0.223921760346572,-0.615994671875657,-0.316582946426019,0.752838823898866,0.990272132131398,-4.78237184966151
"REELD1","REELD1",-0.313663428568427,-0.0518366172233042,-0.751749833527924,0.455620879929778,0.974505543632698,-4.78242621211968
"ENSG00000224635","ENSG00000224635",0.309537398339779,-0.385721372578919,0.687603582194795,0.494785370318169,0.979459321950558,-4.78242816367802
"FAM86B3P","FAM86B3P",-0.258084174153934,1.45170165727826,-1.1321808069739,0.262798538580758,0.966249064157513,-4.78255177960823
"ENSG00000286232","ENSG00000286232",-0.0202800396746361,-1.58485718464694,-0.0352506057240247,0.972016084925484,0.998770264099139,-4.78257822835421
"CFAP54","CFAP54",-0.321942223018235,0.0392529790678709,-0.829909489008114,0.410417647366167,0.966249064157513,-4.78262390917647
"SPATA46","SPATA46",-0.112637291515558,-1.1233115534799,-0.212908973089228,0.832237872832516,0.993612806999304,-4.78264268103596
"ENSG00000236896","ENSG00000236896",-0.0946728582286924,-1.16048023527564,-0.147960141231181,0.882951579625387,0.99473195164592,-4.78265271751962
"GALNT4","GALNT4",-0.138422986031735,-1.37295559505302,-0.247908708570658,0.805190104611089,0.993612806999304,-4.78283210812841
"ALS2CL","ALS2CL",-0.267359142610863,-1.09584670748299,-0.487672455816961,0.627849982544129,0.982323873905508,-4.78292658296061
"ZNF518B","ZNF518B",0.127108947218244,5.4369499146314,1.81863923770152,0.0747791620417022,0.954876800868526,-4.78295708032213
"PREX2","PREX2",-0.196102293324457,3.44852958941518,-1.53278219664384,0.131445520885771,0.958011536927887,-4.78305912192338
"ELOVL2-AS1","ELOVL2-AS1",-0.183305719891972,-1.1229764427902,-0.330464536731354,0.742388641805527,0.989851019439981,-4.78324718359216
"RPL41P5","RPL41P5",0.28088593794589,-0.920956373527002,0.53834421018171,0.592656959807799,0.981132212939498,-4.78327348575915
"ENSG00000253106","ENSG00000253106",-0.343421262761934,0.804438019734852,-0.996073018872362,0.32386838854607,0.966249064157513,-4.78358395349107
"RAB32","RAB32",-0.307882639879302,1.38380097316405,-1.10942228907885,0.272397911705676,0.966249064157513,-4.78370753363731
"ENSG00000244480","ENSG00000244480",0.104997687267345,-1.50284365366127,0.172822074805999,0.863468202399816,0.99473195164592,-4.78373690756815
"ENSG00000260874","ENSG00000260874",-0.318539520191688,0.578830931550639,-0.961056566033761,0.341011054903946,0.966249064157513,-4.78377190398641
"CCND2-AS1","CCND2-AS1",0.275368025112886,-0.904867644644942,0.518798231658452,0.606122001480864,0.981760262886565,-4.78385332913734
"CACTIN-AS1","CACTIN-AS1",-0.0948855348112236,-1.16861831236791,-0.161096785514113,0.872647000578766,0.99473195164592,-4.78385583627676
"CYP39A1","CYP39A1",0.270772882782773,1.82773960041894,1.21178919442531,0.23111955529611,0.966087675220777,-4.78386992226633
"LEF1-AS1","LEF1-AS1",-0.307297755691552,-0.68017200370556,-0.642727617539696,0.523250012504057,0.979459321950558,-4.78392222598923
"ENSG00000304435","ENSG00000304435",-0.0720380088936168,-1.14689842459037,-0.123457716150688,0.902224864282281,0.994869499300384,-4.7839352619618
"ENSG00000308452","ENSG00000308452",-0.221440708751345,-1.08237812636019,-0.419081264676236,0.676898278187026,0.985652254872372,-4.78396036823377
"ENSG00000247903","ENSG00000247903",0.308356473301058,0.278803402359203,0.889531645701937,0.377850727832841,0.966249064157513,-4.7839804342824
"ENSG00000280129","ENSG00000280129",0.298042116079049,-0.746292073414618,0.601278587831676,0.550290058221635,0.980143834264402,-4.78408846350953
"RN7SL689P","RN7SL689P",-0.058363144882069,-1.4077601282427,-0.100223465189435,0.92055576943865,0.994869499300384,-4.78411598394246
"ENSG00000280160","ENSG00000280160",0.0342100337243039,-1.29616293749307,0.060241183937747,0.952196536080937,0.998092525312416,-4.78415885029132
"LINC01305","LINC01305",-0.315795758394208,-0.771646640897373,-0.604997665189235,0.547835202715926,0.980143834264402,-4.78419042550763
"SIAH2-AS1","SIAH2-AS1",-0.19474907609666,-1.0907875262812,-0.373337927272577,0.710428196984018,0.986500595824561,-4.78422231131831
"ENSG00000298383","ENSG00000298383",0.306649619588203,0.0154812636356753,0.77169858549064,0.443816982532119,0.972303673057403,-4.7842707018956
"ZNF572","ZNF572",-0.304679873845334,0.735928985779031,-0.97885481724368,0.332224275676193,0.966249064157513,-4.78430751939856
"ENSG00000274987","ENSG00000274987",0.118902050259497,-1.16904155954607,0.17478785439105,0.861931168713714,0.99473195164592,-4.78431418966268
"CACTIN","CACTIN",-0.13563432288707,5.28265144210345,-1.77352252796623,0.0820505608913477,0.954876800868526,-4.78432371449339
"ENSG00000291065","ENSG00000291065",-0.0470763850646105,-1.56583088262592,-0.0718577292064214,0.94299326042589,0.996508460169392,-4.78440394007256
"ENSG00000294118","ENSG00000294118",-0.295562299655413,0.399780141872324,-0.952704575728764,0.345186671743341,0.966249064157513,-4.78443791375345
"LDHAL6A","LDHAL6A",-0.228298369138685,-0.876867604837075,-0.411487834124106,0.682421065902475,0.985652254872372,-4.78445895554639
"ENSG00000288612","ENSG00000288612",0.301942813922194,-0.78792627479451,0.603780318522378,0.548638124288851,0.980143834264402,-4.78460606248253
"COSMOC","COSMOC",-0.25651512584611,-1.243008951406,-0.460585310945326,0.647033722764539,0.984559864361172,-4.7846146941788
"LRRC7","LRRC7",0.257891202188781,-0.826050093127575,0.487501270227178,0.627970429360746,0.982323873905508,-4.78475869609368
"SNORD49A","SNORD49A",0.320146951720831,0.181748683992546,0.837532324498652,0.40616055990364,0.966249064157513,-4.78478437955471
"SLC9B1","SLC9B1",0.0894706654333608,-1.32965595546213,0.156178761403437,0.87650226706668,0.99473195164592,-4.78478442049601
"ENSG00000298543","ENSG00000298543",0.226658350296507,-1.14758747091269,0.390954748831273,0.697442195540973,0.985864153788948,-4.78481258611983
"MIR130AHG","MIR130AHG",-0.355266866923,-0.308727971399899,-0.798962892484832,0.427978601774296,0.970494700198257,-4.78491171375988
"WDPCP","WDPCP",0.253560490442954,2.29360519610407,1.29261486720922,0.201909388693956,0.966087675220777,-4.78496754246587
"RPL29P11","RPL29P11",-0.258938638527774,-0.704163585058392,-0.472723211449622,0.638406484784487,0.982647353943767,-4.7851284399593
"ENSG00000261003","ENSG00000261003",0.125296524595397,-1.20630761469999,0.193778541468973,0.847111010316106,0.99406025840234,-4.78513801037308
"ENSG00000289297","ENSG00000289297",0.029438827288977,-1.37324978211415,0.0499476461864809,0.960357179213214,0.998770264099139,-4.78520287126815
"ALKBH3-AS1","ALKBH3-AS1",-0.189182970989919,-1.01294483793196,-0.338953489733594,0.736021941604033,0.988886995851236,-4.78527899874094
"POLM","POLM",-0.159750573254282,4.2842705149215,-1.63483220982114,0.108178225126093,0.955537376572493,-4.78530928978416
"LINC02936","LINC02936",0.223932731832518,-0.795503159619081,0.424909700296168,0.672671269942142,0.985652254872372,-4.78531693810034
"ENSG00000260190","ENSG00000260190",-0.246977496461355,-0.812206009434407,-0.461477839986438,0.646397656342071,0.984411033148261,-4.78540397312894
"HSPA8P5","HSPA8P5",-0.205749896750936,-0.924681860869301,-0.363850035605664,0.717458387018872,0.986500595824561,-4.78548780314201
"FLNC","FLNC",0.301030001912325,-0.375565780047256,0.657035322227843,0.514081650891982,0.979459321950558,-4.78553023458935
"NTS","NTS",-0.192547526370175,3.0999441628694,-1.42214374473566,0.161008526486143,0.966087675220777,-4.785580266904
"ENSG00000260273","ENSG00000260273",0.262112092411171,-0.660923930986735,0.527081248872819,0.60039869889009,0.981760262886565,-4.78563935487246
"ENSG00000289114","ENSG00000289114",-0.221891513595607,-0.920064006259725,-0.400296467267095,0.690592610737435,0.985652254872372,-4.78564082092879
"ETV7","ETV7",0.0834309297975706,-1.19627533930199,0.119434109467419,0.905395777771308,0.994869499300384,-4.78569394587918
"AK9","AK9",-0.252656192922941,2.04943586308702,-1.23934801948846,0.220830703477521,0.966087675220777,-4.78574579940059
"ENSG00000261512","ENSG00000261512",-0.155829647387093,-1.38436880977684,-0.265933078463564,0.79135170707377,0.993073917992921,-4.78578800656027
"ENSG00000285943","ENSG00000285943",-0.236394687438621,-1.00096117071012,-0.467967890996389,0.641780502660155,0.983204782965641,-4.78589677402399
"GFRA2","GFRA2",-0.158707365303143,-1.2411977177697,-0.283949998987232,0.777586345608074,0.992869009127283,-4.78600944425397
"SNX18P3","SNX18P3",-0.360223821200343,0.391207115286721,-0.880631657127835,0.382605397392892,0.966249064157513,-4.78602824612297
"CDIN1","CDIN1",-0.164116044632336,3.87499526311591,-1.58677591450478,0.118680363698647,0.955537376572493,-4.78617253504002
"CFAP418","CFAP418",-0.257431212063223,1.95835453808909,-1.22081713798767,0.227711113357394,0.966087675220777,-4.78618787629066
"COX5BP6","COX5BP6",0.160368148517216,-1.35511348663921,0.280614468983305,0.780129502360301,0.992949793805728,-4.78622407458067
"KAT6B","KAT6B",0.108304661295302,6.18754767819755,1.91101413735202,0.0615720322364595,0.954876800868526,-4.78630387824806
"VPS13B-DT","VPS13B-DT",0.311562403598927,0.511518324866321,0.922686846210065,0.360469906846364,0.966249064157513,-4.78630846719735
"LACC1","LACC1",0.226501635442964,2.67862095518908,1.3630115716247,0.178804390406435,0.966087675220777,-4.78634201138255
"ENSG00000294305","ENSG00000294305",-0.327556399065847,-0.0622884575144105,-0.804520057013407,0.424792361990419,0.970210420103708,-4.78642565125024
"NAGS","NAGS",0.287868598323938,0.504260990492181,0.936737765581132,0.353262344030387,0.966249064157513,-4.78646690703182
"ENSG00000303522","ENSG00000303522",-0.130132444585254,-1.07453173400629,-0.237151201421056,0.813479637163113,0.993612806999304,-4.78653218486375
"ANKRD46","ANKRD46",0.12226397741374,5.06796741122486,1.75999250713731,0.0843429725534601,0.954876800868526,-4.78658373941627
"USP2","USP2",-0.26370822531295,1.5569496280854,-1.17940627112328,0.243652192242519,0.966249064157513,-4.78658530683862
"ENSG00000305962","ENSG00000305962",0.321573847455484,-0.356313188788104,0.682769454858786,0.497810175934129,0.979459321950558,-4.78673111847169
"ALDH3B1","ALDH3B1",-0.305244622023512,-0.0330913739162198,-0.814198378233868,0.419277407739746,0.967644937082112,-4.78675503954402
"ENSG00000280152","ENSG00000280152",0.308776005897935,-0.678380641282282,0.651848195412233,0.517395590203026,0.979459321950558,-4.78680171098164
"FGFBP3","FGFBP3",0.270678140657558,2.11832455740932,1.25529631453627,0.215033067346533,0.966087675220777,-4.78680585043516
"ENSG00000301157","ENSG00000301157",-0.184414516975559,-1.12453231222399,-0.327265509611732,0.744792649115385,0.989925022190014,-4.78701181411652
"TP53I3","TP53I3",0.252479118468018,2.21645151029627,1.25167421700845,0.216339788552054,0.966087675220777,-4.78702663104203
"TDRD12","TDRD12",-0.281483998735055,0.990175917357619,-1.06352443688741,0.29250190935834,0.966249064157513,-4.78704919624784
"ENSG00000267006","ENSG00000267006",-0.21612637074957,-1.24527056964433,-0.381280529174832,0.704562421390323,0.986168474135772,-4.78706204825669
"LINC01508","LINC01508",-0.311325818458218,-0.73484836998015,-0.583302136353922,0.562233840762705,0.981132212939498,-4.78712257767686
"ENSG00000296642","ENSG00000296642",0.285327003289838,1.41676915423592,1.11785161000553,0.268814068475331,0.966249064157513,-4.78713191004895
"GHRL","GHRL",-0.0948214504553122,-1.20694856159425,-0.171091808337922,0.864821529984742,0.99473195164592,-4.78715731013258
"ENSG00000309470","ENSG00000309470",0.330258551336384,-0.229643763206856,0.748024336425683,0.457845286059896,0.975195722039437,-4.78718330073243
"ENSG00000300236","ENSG00000300236",0.115946701043919,-1.45344888596455,0.169850364723916,0.865792776629106,0.99473195164592,-4.78726211296239
"ATP4A","ATP4A",-0.186575546418344,-1.38110928425763,-0.348036645796608,0.7292302056242,0.988492715603936,-4.78728801336771
"NBEAP2","NBEAP2",-0.18502141295738,-1.02823492975643,-0.336231322719349,0.738061555287707,0.988886995851236,-4.78729806204929
"PTCD1","PTCD1",-0.185664921007258,3.81337556832032,-1.5494571676656,0.12739120740131,0.955537376572493,-4.78731196187843
"ENSG00000275202","ENSG00000275202",-0.259766456746162,-0.558017170645148,-0.532402584993673,0.596735143321976,0.981272426830747,-4.78731514046318
"RN7SL268P","RN7SL268P",-0.209499544952179,-1.12532054285095,-0.364982674919592,0.716617831361994,0.986500595824561,-4.78748529555969
"ENSG00000223559","ENSG00000223559",0.15929396294676,-1.18709846593082,0.295824139293629,0.768553041987356,0.991704716961681,-4.78749501963908
"SPAG8","SPAG8",0.209903740074897,-1.01233230105417,0.384253796607395,0.702371222822951,0.985864153788948,-4.78749665270995
"ENSG00000293154","ENSG00000293154",0.257817845008623,-0.725019787754864,0.498473293418622,0.620271214835083,0.982076180029318,-4.78758968072597
"LINC01389","LINC01389",0.146661580221767,-1.18711056161472,0.280321390705128,0.780353074538468,0.992949793805728,-4.7876877859593
"SCN11A","SCN11A",-0.288945698856473,-0.13127317566301,-0.780371416423742,0.43874174016457,0.971308591842949,-4.78772090639231
"ENSG00000307077","ENSG00000307077",-0.0324607031809849,-1.54666805242857,-0.055510960475983,0.955946036119448,0.998588701043907,-4.78781339234683
