"","ID","log2FoldChange","AveExpr","t","P.Value","padj","B"
"HOXA-AS2","HOXA-AS2",0.0200949650434143,2.28677139039633,0.107021882726893,0.915187133983791,0.994869499300384,-5.44345119810715
"ZNF33A","ZNF33A",0.0895560624101268,6.67871472936443,1.55552178847577,0.125941737180551,0.955537376572493,-5.44367181706121
"ZDHHC21","ZDHHC21",0.104783844539465,5.10643697363692,1.32112072826073,0.192296689794739,0.966087675220777,-5.44381496625896
"ENSG00000300700","ENSG00000300700",0.039462160406214,2.33561491942771,0.223596460287947,0.823955253393824,0.993612806999304,-5.44384773309709
"KHDRBS3","KHDRBS3",-0.104386916567914,4.88664586357525,-1.26886083622014,0.210191493220709,0.966087675220777,-5.44436132970857
"PWWP3A","PWWP3A",-0.1054284703337,4.80675276817145,-1.27737343225872,0.207194847262887,0.966087675220777,-5.44442639323888
"HSBP1L1","HSBP1L1",0.0858448640782439,2.57231824292218,0.536855189201968,0.59367775099614,0.981132212939498,-5.44478531900323
"NRG2","NRG2",0.104539189406856,2.8085461041308,0.675432066364679,0.502420612564501,0.979459321950558,-5.4448790970685
"SRP14-DT","SRP14-DT",-0.0330762535882667,2.04372828335492,-0.171943199123489,0.86415556358064,0.99473195164592,-5.44489277615029
"PAK1IP1","PAK1IP1",0.0860374562047399,6.08146016414406,1.45826963034589,0.150833597513072,0.966087675220777,-5.44513177037062
"RSRC2","RSRC2",0.0906322928795102,7.00857179846462,1.58285305643798,0.119572809523952,0.955537376572493,-5.4452357237381
"NALCN","NALCN",0.062144222991213,2.35876262348552,0.369546717630542,0.713234347592695,0.986500595824561,-5.44535429309408
"ZNF433","ZNF433",-0.0342794243828086,2.2936519200947,-0.18325048963997,0.855320490912145,0.99473195164592,-5.44579241661522
"ALPP","ALPP",0.093985494541045,2.88759121154513,0.650586900385131,0.51820312053973,0.979459321950558,-5.445897730883
"CALM2","CALM2",0.0829942238261019,8.38166886965746,1.74673696676786,0.0866403658358772,0.954876800868526,-5.44607366310938
"ATP10D","ATP10D",-0.11320177447968,3.65627756982037,-0.934428724116482,0.3544403076671,0.966249064157513,-5.44613435589441
"TAFAZZIN","TAFAZZIN",0.113064404872977,4.64187418662006,1.22587062729185,0.225819369572248,0.966087675220777,-5.4462642613134
"HSD17B11","HSD17B11",0.115348538357231,3.77424869312055,0.980754980262115,0.331295160776915,0.966249064157513,-5.44633379677374
"NME4","NME4",-0.088828927754089,7.7753163599383,-1.68833298517991,0.0973901296693138,0.954876800868526,-5.44644612649375
"MN1","MN1",-0.0989841870806547,2.71905137693631,-0.65978760517047,0.512327904166374,0.979459321950558,-5.44653921181948
"SNRPGP2","SNRPGP2",-0.0444570281713661,2.3956387854121,-0.224697281359978,0.823103264082683,0.993612806999304,-5.44690634559724
"RERG","RERG",-0.030175175624457,2.13658572556737,-0.154911574568273,0.877496114654286,0.99473195164592,-5.44713824046148
"HEXIM1","HEXIM1",0.11345334811728,3.83611144239009,0.876032090472411,0.385077369807862,0.966249064157513,-5.44735468654685
"ZHX2","ZHX2",0.105484737644245,4.13342238628274,1.11208196088291,0.271263498404928,0.966249064157513,-5.44758631441943
"ENSG00000310166","ENSG00000310166",-0.0794769013287122,2.60545129367018,-0.433751806919745,0.666278947118339,0.985652254872372,-5.44764412484672
"POLR2B","POLR2B",0.0741899144053777,7.77805001667653,1.67926825586307,0.0991531095382913,0.954876800868526,-5.44813583102053
"BLTP1","BLTP1",0.0875910813400882,5.62470284474667,1.41870949753771,0.162002937905363,0.966087675220777,-5.44842444042787
"RIOK2","RIOK2",0.102585136830665,5.75491543684832,1.40572069911626,0.165807129783995,0.966087675220777,-5.44884427583538
"CCDST","CCDST",-0.0791752972023132,2.54394832597645,-0.486911036479432,0.628385798215138,0.982323873905508,-5.44905322374649
"TMEM163","TMEM163",-0.0525909053623721,2.43454156269969,-0.316084288047823,0.753215100568133,0.990272132131398,-5.44907852151252
"LMLN","LMLN",0.113789674742289,3.81359327341865,0.996897416981712,0.323471878627175,0.966249064157513,-5.44924610046887
"STX1A","STX1A",0.0969744151564926,2.91317503311849,0.618814621025194,0.538764109577156,0.980143834264402,-5.44935116305768
"COPS7B","COPS7B",0.0970406733373261,5.76521840316749,1.41271552804883,0.163749958175352,0.966087675220777,-5.44980576841274
"PPCDC","PPCDC",-0.105457504352105,4.4282720999514,-1.14593799269089,0.257113750291445,0.966249064157513,-5.44981748701827
"IL12RB2","IL12RB2",0.114773012348735,3.58258735617222,0.922200370762356,0.36072113963823,0.966249064157513,-5.45046221733929
"LACTB","LACTB",0.127855080969768,3.88055096806561,0.99146862502756,0.326088950342466,0.966249064157513,-5.45068369670166
"ZNF691","ZNF691",0.104446694063781,4.03463302465314,1.06507227236363,0.291807633313417,0.966249064157513,-5.45078401602121
"NR6A1","NR6A1",-0.104813708577574,4.73621674712623,-1.23689628955648,0.221732110744467,0.966087675220777,-5.45081646000643
"FAM66B","FAM66B",-0.0637393625918232,2.42296184853519,-0.32524241291211,0.746314291043646,0.989926585134229,-5.45087180773611
"ARPC4","ARPC4",-0.0958120180072752,5.88925802492381,-1.42193387394024,0.161069159644554,0.966087675220777,-5.45116573205821
"LINC01311","LINC01311",-0.0990388811141987,2.91412267507949,-0.625414357882876,0.534458769857334,0.980143834264402,-5.45127930137741
"ZNF285","ZNF285",0.0966869197803222,2.78353155341774,0.604050829906163,0.548459652263309,0.980143834264402,-5.45146343965842
"PERPP2","PERPP2",-0.03437868020018,2.43506659428165,-0.205097760442311,0.838303636623041,0.993612806999304,-5.45147035467665
"PKD1P4","PKD1P4",-0.0694577283591169,2.54407648396433,-0.362217855030848,0.71867028221538,0.986500595824561,-5.45160585838244
"GSDMB","GSDMB",-0.0711523382392589,2.40212627669168,-0.437957125385114,0.663247445160396,0.985652254872372,-5.45173613431413
"SRPK2","SRPK2",-0.0789056029160831,6.64585266030909,-1.54788798102649,0.12776841705686,0.955537376572493,-5.45196962921897
"EXOSC7","EXOSC7",0.0996813069949498,4.46465670215484,1.15448808659737,0.253625216983553,0.966249064157513,-5.45207173292755
"ZNF773","ZNF773",0.112813977195296,3.82600633168827,0.967094344254382,0.338013257925449,0.966249064157513,-5.45223434094939
"NDUFC1","NDUFC1",-0.102698363030655,5.41032223385293,-1.35129477110896,0.182503055003068,0.966087675220777,-5.4523809819388
"SOX5","SOX5",0.105373753058749,3.46646446052742,0.884147650308972,0.380722543354433,0.966249064157513,-5.45239527420715
"NPL","NPL",-0.0851363340406217,2.63104068511386,-0.542110520992735,0.590078688098985,0.981132212939498,-5.45288561365448
"ENSG00000288398","ENSG00000288398",-0.100643553271626,3.02742015832117,-0.76465151815167,0.447966145659611,0.972303673057403,-5.45318613168871
"COQ6","COQ6",0.10293624932685,3.43617169863424,0.836978081734271,0.406469167435674,0.966249064157513,-5.45322180853864
"KCNQ1OT1","KCNQ1OT1",0.120821891171447,3.26399293362377,0.764559965013779,0.448020199067409,0.972303673057403,-5.45376218979987
"BHLHE40","BHLHE40",0.102927933696566,4.07352103262896,1.03565273288568,0.305199169062223,0.966249064157513,-5.45414431140544
"EIF4A1P10","EIF4A1P10",0.0244855184110691,2.43806525079982,0.124076842990357,0.901737085592515,0.994869499300384,-5.45450112660498
"IFRD2","IFRD2",-0.0871203346431928,6.35578169411597,-1.49754993520308,0.140350081237939,0.959735577953765,-5.45454401718018
"PPP1R35","PPP1R35",-0.103438369969188,3.31885116571042,-0.83877707648432,0.40546799545199,0.966249064157513,-5.45470280315103
"HDAC4","HDAC4",0.10961943336828,3.85906169554627,1.00255385633144,0.320760092129176,0.966249064157513,-5.45474873281056
"EFNA5","EFNA5",-0.0961982403776904,5.65297264320229,-1.39424067033762,0.169226690509553,0.966087675220777,-5.45483844490174
"LAMC3","LAMC3",-0.0764983981696186,2.39368069179149,-0.38004652914241,0.705472580969475,0.986179041987444,-5.45490341705688
"PLPPR2","PLPPR2",-0.115744042031808,4.09592341624592,-1.05836426240752,0.294824731134269,0.966249064157513,-5.45535833286671
"DNAJC16","DNAJC16",-0.0987095636074562,4.77269816629263,-1.2207517344117,0.227735672769299,0.966087675220777,-5.45550777201457
"SMIM10L2A","SMIM10L2A",-0.0943092364275389,2.53860821440995,-0.588611609099594,0.558692778536426,0.981132212939498,-5.45576245677852
"WNT10B","WNT10B",0.0851411140898133,2.62192391487327,0.590774004036897,0.557253808730946,0.980925429070828,-5.4558293051319
"NIFK","NIFK",-0.0988331257020088,5.75442769094652,-1.40222358764811,0.16684310239965,0.966087675220777,-5.45622409603951
"ENSG00000271533","ENSG00000271533",-0.114634906517865,3.1259174373212,-0.766947540803482,0.446611810670403,0.972303673057403,-5.45624821781363
"ISM1","ISM1",-0.10084031315345,2.98026437207435,-0.698707329688458,0.487875993844077,0.979459321950558,-5.45635814822327
"ATXN1-AS1","ATXN1-AS1",0.0922425534022868,2.50292558148699,0.547475595477728,0.586415175116031,0.981132212939498,-5.45638756375723
"RGS3","RGS3",0.109376469574153,3.56700230726168,0.93675842280688,0.353251817204368,0.966249064157513,-5.45666744365834
"RPS28P7","RPS28P7",-0.0962434924836804,2.96785919102363,-0.638573312903518,0.525928181170585,0.979459321950558,-5.45711025092831
"PHLPP2","PHLPP2",0.0851414319727226,5.73664197981532,1.38405937273093,0.172304726230127,0.966087675220777,-5.45718234701743
"DHCR7-DT","DHCR7-DT",-0.0599720508600448,2.43565027757764,-0.352068812562978,0.726222196438294,0.987801703809434,-5.45724501802082
"CCDC142","CCDC142",-0.102514633860113,4.54919092980342,-1.17044769123385,0.247204546372094,0.966249064157513,-5.45746420186494
"NACC2","NACC2",0.0910496807131764,5.896413501708,1.44217599107952,0.155302364384117,0.966087675220777,-5.45766328857837
"SLC4A8","SLC4A8",0.0367100980871649,2.25975445841588,0.19511536593739,0.846069792868346,0.993902379527653,-5.45791218093626
"MAFB","MAFB",0.0954446526378141,3.38743009283354,0.749512894378722,0.45695575168791,0.974821584603651,-5.45851674773741
"RUNX1T1","RUNX1T1",0.109381131654813,3.03987503013571,0.765460422380936,0.447488730497739,0.972303673057403,-5.45855646700078
"PCCA","PCCA",0.105000642140693,4.07983016469573,1.08174857216674,0.284399826007969,0.966249064157513,-5.45856800985653
"ENSG00000291133","ENSG00000291133",0.106362597718947,3.39094441723965,0.857137501212132,0.39533705798733,0.966249064157513,-5.45861192701243
"DNMBP","DNMBP",0.0983720371225072,4.87350282047816,1.26096680939558,0.212999130521889,0.966087675220777,-5.45881025285264
"ADCY1","ADCY1",-0.0900569760230994,5.48730372053061,-1.37547188943029,0.174934277214506,0.966087675220777,-5.45934328741055
"ENSG00000285589","ENSG00000285589",0.106760982235307,3.14359528641128,0.72071251598874,0.474342838022652,0.977120815821976,-5.45956986461274
"KLHL25","KLHL25",0.10688686451834,3.59539088314283,0.887867413400133,0.37873695672607,0.966249064157513,-5.45958769149585
"ENSG00000269867","ENSG00000269867",0.0407143842875684,2.37309438607129,0.232719747432508,0.81690075544792,0.993612806999304,-5.45974238221302
"MROH1","MROH1",0.116853026662146,3.82721555253676,0.974654390263138,0.334284284181126,0.966249064157513,-5.45985083132278
"SATB2-AS1","SATB2-AS1",-0.121755472315642,3.66536573608489,-0.949511146293667,0.346792073923546,0.966249064157513,-5.46008314427511
"PKP2","PKP2",0.0892868678036427,6.09111968469762,1.4735036637835,0.14669705632379,0.96464342538775,-5.46072334795067
"ACAP2","ACAP2",-0.102315777663534,5.83475749342784,-1.41623276111841,0.162723051591624,0.966087675220777,-5.46073712506801
"DPYSL4","DPYSL4",-0.101459015771018,3.58611813444501,-0.831327507810958,0.409623673647675,0.966249064157513,-5.46074490889753
"MTERF3","MTERF3",0.108566288285334,4.71640200960483,1.19832279897928,0.236272802483146,0.966249064157513,-5.46117496879776
"TMEM248","TMEM248",-0.0853819468763746,6.14478113425059,-1.46689404686283,0.148480685815509,0.96464342538775,-5.46143203895279
"LIMA1","LIMA1",0.0900196954921988,6.66442846791581,1.54007345838861,0.129660245283596,0.957041731172077,-5.46143847294368
"LINC01547","LINC01547",-0.107541429883144,3.19544683978428,-0.751341503584041,0.455864378213538,0.974505543632698,-5.46168694363932
"ENSG00000291214","ENSG00000291214",-0.112286357493617,3.73058666404163,-0.948644977487379,0.347228356796185,0.966249064157513,-5.46171517123216
"CPM","CPM",0.0990077084288146,2.94662409297797,0.64291425353911,0.523129862603204,0.979459321950558,-5.46196061816619
"ZFPL1","ZFPL1",-0.114694409523966,4.2837703015061,-1.08673099450673,0.282212207581315,0.966249064157513,-5.46236218198353
"STEAP2","STEAP2",0.109645392708356,4.76153769559888,1.26460653872571,0.211701158412157,0.966087675220777,-5.46278636643642
"ZNF300","ZNF300",0.108381803994511,5.26758367838102,1.31291608033643,0.195027276644776,0.966087675220777,-5.46295994104432
"SRRD","SRRD",0.0992124063550444,5.04083087759916,1.26549378242867,0.211385650270923,0.966087675220777,-5.4630544341047
"KIF26B","KIF26B",-0.101868216409462,3.2968468596201,-0.799605796002893,0.427609257553843,0.970393164372414,-5.46344903361657
"MRE11","MRE11",0.0857006849870361,6.3388893166108,1.50540674112708,0.138324059450043,0.958632965274086,-5.46352396855191
"ENSG00000272077","ENSG00000272077",0.0642144692580322,2.74697946661072,0.405476986334772,0.686805289264814,0.985652254872372,-5.46393092192921
"GFOD2","GFOD2",-0.0972153370725275,4.82931569267176,-1.22820938070204,0.224947789881949,0.966087675220777,-5.46400032702238
"TMX2P1","TMX2P1",0.0177256796260177,2.34809393243211,0.0802156094253085,0.936376450012587,0.995692705607958,-5.46407535319072
"CDKN1B","CDKN1B",0.0876524768642044,6.2627165296131,1.48218116342293,0.14438106248116,0.963117092745452,-5.46428871175612
"ADGRL1-AS1","ADGRL1-AS1",-0.0287933025581926,2.23817257996306,-0.143467335665585,0.886480580472256,0.994869499300384,-5.4644102576883
"ACBD4","ACBD4",0.0779052886428908,2.4565818337377,0.506316014142707,0.614793941920654,0.982076180029318,-5.46467315495176
"MFAP2","MFAP2",-0.100324595612836,2.88796677938693,-0.619210841862027,0.538505130645771,0.980143834264402,-5.46489481192096
"CEP63","CEP63",0.012661250692759,2.23363213539753,0.0668987647223268,0.946921144687267,0.997431346764393,-5.46494471785456
"HOXB-AS3","HOXB-AS3",0.092674603562874,5.08616300844496,1.29348829199623,0.201609593352272,0.966087675220777,-5.46498514495049
"FAM118A","FAM118A",0.0921940536664412,5.43693760808678,1.35617008263889,0.180957022660811,0.966087675220777,-5.464994675963
"COL12A1","COL12A1",-0.0295887616359809,3.06657215073975,-0.152538750250301,0.879357641003816,0.99473195164592,-5.46525422555941
"SRCIN1","SRCIN1",-0.0785788126484315,2.3466365257062,-0.423075758397464,0.674000176344645,0.985652254872372,-5.46564476517843
"PIP4P2","PIP4P2",0.0897497912856138,2.92649136157194,0.604337391660484,0.548270623075203,0.980143834264402,-5.46565034061164
"SPA17","SPA17",-0.11283190016424,3.65400306399297,-0.916068487575702,0.363897548157506,0.966249064157513,-5.46568703232293
"SH3BP5","SH3BP5",-0.103203959160484,3.3217672929925,-0.793571141948656,0.43108364618074,0.970988342794312,-5.46569835717803
"CD63-AS1","CD63-AS1",0.00960953042668988,2.13582225684927,0.0526834067744763,0.958187834185779,0.998770264099139,-5.46576134746351
"SPSB2","SPSB2",-0.0226094234787189,2.34921602271464,-0.114536998385359,0.909257171044708,0.994869499300384,-5.46588385673531
"PLA2G4A","PLA2G4A",0.0965253948136744,2.95906973075452,0.646464635322891,0.520847026971872,0.979459321950558,-5.46604131009211
"APBB3","APBB3",0.0923828831279887,2.81276773784595,0.624733628351264,0.534902015964489,0.980143834264402,-5.46634058739702
"CYB5D1","CYB5D1",-0.0851454188339056,2.75797862232604,-0.499388706929278,0.61963077286791,0.982076180029318,-5.46667737168448
"TICAM1","TICAM1",-0.0132794239830973,2.14244319278192,-0.0699812092061246,0.944479447256305,0.996649161249825,-5.46677016114953
"CAPN10-DT","CAPN10-DT",0.0305751568160662,2.45376961390637,0.159629654266401,0.873796771527735,0.99473195164592,-5.46700795263932
"ZNF256","ZNF256",0.109149046126944,4.34481664546885,1.09122540259679,0.280248959905518,0.966249064157513,-5.46712474489027
"CHEK2","CHEK2",-0.0927740335325655,5.32887908250231,-1.34882471669816,0.183290182920325,0.966087675220777,-5.46749269919572
"GUSBP1","GUSBP1",-0.110269401080929,4.07281414575707,-0.997389501257002,0.323235356616961,0.966249064157513,-5.46749571925158
"G6PD","G6PD",-0.0936705858587041,6.09652650608406,-1.45678257239642,0.151242237166261,0.966087675220777,-5.46761105590173
"ZBTB8A","ZBTB8A",0.106834411089708,3.35370980219831,0.832006695023355,0.409243718003271,0.966249064157513,-5.46770667558728
"IDH3G","IDH3G",-0.0980501092211661,5.66261553151617,-1.3782673730534,0.174074915738268,0.966087675220777,-5.46779109742751
"PTGR3","PTGR3",0.0918102242064558,5.98384379810981,1.44656960800811,0.154072229373254,0.966087675220777,-5.46785482783252
"VPS51","VPS51",-0.102986423995665,5.57840529710727,-1.36957453515004,0.17675787176583,0.966087675220777,-5.46799510560675
"SOX9","SOX9",-0.100608599852697,3.84898040257201,-0.978740919287938,0.33228002288428,0.966249064157513,-5.468516452929
"CNPY2-AS1","CNPY2-AS1",-0.0878411860606385,2.8867097993379,-0.560892330674249,0.577301453965837,0.981132212939498,-5.46852691639339
"ZSCAN16","ZSCAN16",0.111720267273832,3.22498488368416,0.738853775273819,0.463347454661988,0.975198488936501,-5.46867909796669
"LRRC34","LRRC34",-0.0924693107774677,2.75881481599061,-0.60760125073883,0.546119973122391,0.980143834264402,-5.46901096523956
"TMC7","TMC7",0.0308286421075716,2.32602479203618,0.15876737448433,0.874472656734877,0.99473195164592,-5.46907534464423
"TM9SF1","TM9SF1",-0.0054779473427482,2.3903981774079,-0.0297359239475345,0.976392512574834,0.998940372767295,-5.46966991756632
"CRYBG1","CRYBG1",-0.0257070245603379,2.22018953728662,-0.137672167238369,0.891035973082336,0.994869499300384,-5.46972030190764
"SP8","SP8",0.00446591227745463,2.11994019139105,0.0246074894414127,0.980463075463433,0.999294496463104,-5.46979992667032
"ANKRD42-DT","ANKRD42-DT",0.0222839487892679,2.31355683671141,0.122648416944741,0.902862527418904,0.994869499300384,-5.46987610301105
"NSUN5","NSUN5",-0.100141603744061,4.93219139861656,-1.24707022042155,0.218009223277054,0.966087675220777,-5.47001514858181
"TSPAN4","TSPAN4",0.0979112392991963,2.86920895531551,0.58873852351692,0.558608271791242,0.981132212939498,-5.4700908233299
"LINC01424","LINC01424",-0.0310101846871245,2.32557642949287,-0.178762606494528,0.858824978611992,0.99473195164592,-5.47025643051356
"ORC5","ORC5",-0.0943040888033257,5.80677305176296,-1.40517055193009,0.165969772613825,0.966087675220777,-5.47090157854026
"PKNOX2","PKNOX2",-0.0545865796818998,2.19739335037918,-0.334626955350598,0.739264535894474,0.988886995851236,-5.47120731001777
"TIMM23B","TIMM23B",0.051889812389831,2.59859964369891,0.29770936559518,0.767121782731669,0.991704716961681,-5.47153727126894
"PDCD6IP-DT","PDCD6IP-DT",0.0212705918920393,2.50382483502532,0.117116953354507,0.90722258428833,0.994869499300384,-5.47159759585959
"SETD9","SETD9",-0.0871678925028267,2.76745100576682,-0.536185339709697,0.594137233074931,0.981132212939498,-5.47198500115705
"OSTC","OSTC",0.0938909949369311,6.11279803589919,1.44621961329532,0.154169941469777,0.966087675220777,-5.4721548219112
"SOX8","SOX8",0.0359513071104618,2.45002977387774,0.199499741502415,0.842656868943664,0.993750873786322,-5.47216918603245
"C1R","C1R",0.033117297102276,2.30238787131139,0.18620512967261,0.853014876352066,0.99473195164592,-5.47218840081816
"TSC22D2","TSC22D2",0.100437369958396,5.34470726442736,1.30752471568841,0.196837447747685,0.966087675220777,-5.47268748865179
"ENSG00000280347","ENSG00000280347",-0.0905116174053484,3.00164674321587,-0.642839683445401,0.523177866541514,0.979459321950558,-5.47279618560705
"TRIM58","TRIM58",0.0241921852260432,2.37721878478697,0.129782456876045,0.897243742856272,0.994869499300384,-5.47290570135089
"UBXN6","UBXN6",-0.0836272739562141,6.21594659761919,-1.46972315319934,0.147715165016508,0.96464342538775,-5.47298564272538
"CCDC183-AS1","CCDC183-AS1",-0.0682797865118068,2.66101661002575,-0.405200109656034,0.687007501956663,0.985652254872372,-5.4733051128823
"ABCG2","ABCG2",-0.0174511145492637,2.31496788492827,-0.0921825120896418,0.926910416095404,0.994869499300384,-5.47367469828844
"TMEM177","TMEM177",-0.107679707445521,4.60481317713957,-1.15801247822585,0.252197142300217,0.966249064157513,-5.47411923307586
"PROK2","PROK2",0.0218745056899037,2.3340047520787,0.110340955987273,0.912567528600626,0.994869499300384,-5.47414634561091
"AATK","AATK",0.119937070831128,3.39003725835889,0.869544684240823,0.388580973990376,0.966249064157513,-5.47428558147809
"NR4A1","NR4A1",-0.0900103317701699,3.13158412586228,-0.672289885703266,0.504402082883687,0.979459321950558,-5.47446018782575
"KYAT3","KYAT3",0.0957729459589176,5.00672667864156,1.25137863608396,0.216446682513142,0.966087675220777,-5.47488740477688
"MASP2","MASP2",0.0983984728807226,3.04150363929341,0.648955962426269,0.51924830432861,0.979459321950558,-5.47548168604982
"ANKS3","ANKS3",-0.106804597803149,4.77141248223536,-1.20184223594384,0.234917997071829,0.966249064157513,-5.47558331127068
"NCAPH","NCAPH",-0.0797782069705955,6.50957393214114,-1.51176024104964,0.13670271336747,0.958632965274086,-5.47565044122254
"SLC25A25-AS1","SLC25A25-AS1",0.113008048544101,3.18376264548831,0.725130686321693,0.471651476653952,0.976867569628341,-5.47576139642948
"MIEF2","MIEF2",0.120100050273664,3.33154911858642,0.796668425210373,0.429298317005593,0.970988342794312,-5.47596014553533
"ZNF775","ZNF775",0.0669261134166801,2.53134381896418,0.410493569438667,0.683145511810947,0.985652254872372,-5.47622598315352
"SNX16","SNX16",0.0429461919343423,2.42786978730674,0.232274293167968,0.817244849643241,0.993612806999304,-5.47648410463694
"ZNF879","ZNF879",-0.0715134876225116,2.75935268347834,-0.500369160440229,0.61894515694796,0.982076180029318,-5.4766346565259
"GSN","GSN",-0.0938412122259504,3.02291358581303,-0.704959794986796,0.484009060886979,0.979459321950558,-5.47712184739503
"CBY1","CBY1",0.106281168120147,3.57399117071621,0.904230706010226,0.370080454389108,0.966249064157513,-5.47720899316277
"ZNRD2","ZNRD2",0.105940345349651,3.90597082891316,0.950590539432068,0.346248894438043,0.966249064157513,-5.47759158460179
"TRERF1","TRERF1",0.0996098802609313,3.2362332675146,0.861369637117315,0.39302436213986,0.966249064157513,-5.47768854665956
"POLR1E","POLR1E",-0.0928777293275784,5.42615389353778,-1.3274449808818,0.190211735482264,0.966087675220777,-5.47774958696664
"FOXD3","FOXD3",-0.0288757446882904,2.3656863939685,-0.150615472067879,0.880866994088759,0.99473195164592,-5.47775664221236
"ELOA","ELOA",0.0730411290659028,7.20367932611558,1.58645020642756,0.118754256727517,0.955537376572493,-5.47793666435181
"ENSG00000285728","ENSG00000285728",-0.0902687057711749,2.98275984128351,-0.644621459798998,0.522031498249386,0.979459321950558,-5.47838243004166
"ANKRD63","ANKRD63",0.00389288512290609,2.2196393700593,0.0184556701605249,0.98534660497473,0.999416776765675,-5.478432620319
"PXDC1","PXDC1",-0.0940557033385607,2.80328040440011,-0.607053475187081,0.546480617312116,0.980143834264402,-5.47878224317108
"CELSR1","CELSR1",-0.0851616741251391,6.16008613417488,-1.46440694724551,0.149156236609963,0.96464342538775,-5.47952125846876
"HPS3","HPS3",-0.104297435329933,4.16740090293724,-1.09288777254858,0.279525228385743,0.966249064157513,-5.47964818290704
"ETV6","ETV6",-0.107357462918068,3.11992754347843,-0.72779463116556,0.470032911258448,0.975815452013217,-5.4798534521518
"ADCY7","ADCY7",-0.0988978678656327,3.31738861697092,-0.778598398791695,0.439776489889606,0.971588277462968,-5.47990470617174
"TNC","TNC",0.108213775547525,4.04868994665697,0.961422779496356,0.340828729736929,0.966249064157513,-5.48000045996199
"EIF4E3","EIF4E3",-0.113087773289304,4.14606451027441,-1.08942318468109,0.281035054976837,0.966249064157513,-5.48015343920578
"DNAJC17","DNAJC17",-0.0994667645989864,3.03648271927718,-0.671403738891134,0.504961656145092,0.979459321950558,-5.48050529055798
"ZNF682","ZNF682",0.0152894057018136,2.5105909756122,0.0871207256609433,0.930913160796148,0.994869499300384,-5.48092672747384
"RRM2","RRM2",-0.0687261843650333,8.08779827301876,-1.68344387105119,0.0983377727181626,0.954876800868526,-5.48106150679713
"FLII","FLII",-0.0753813287690983,7.65113074511693,-1.65085348045053,0.104849955066358,0.955537376572493,-5.48136156472805
"BICDL1","BICDL1",0.103854798201193,3.6267958693069,0.861057555863804,0.393194613571911,0.966249064157513,-5.48149845298106
"GNG7","GNG7",-0.0855305437571654,2.86305557898045,-0.608303718429826,0.545657660579851,0.980143834264402,-5.48151196405368
"SPRYD7","SPRYD7",-0.102346416356682,4.91782672956799,-1.22826830665385,0.224925862026434,0.966087675220777,-5.48153178480402
"HSD17B1-AS1","HSD17B1-AS1",-0.0936666428735773,2.89981686041499,-0.617891609011198,0.539367660348788,0.980143834264402,-5.48154653470462
"PPIL4","PPIL4",0.103518817371888,6.30464149239582,1.47690841254032,0.145784877639645,0.96464342538775,-5.48156910699477
"DDN","DDN",-0.110010572503183,3.7459079616873,-0.905856057359104,0.369227571506156,0.966249064157513,-5.48157019643139
"HMGN2P5","HMGN2P5",0.117987035155538,4.49065834057895,1.10912316895171,0.27252570230339,0.966249064157513,-5.48161817206055
"SESN1","SESN1",-0.0859692195608792,5.73663979984608,-1.40443269974238,0.166188101518876,0.966087675220777,-5.48162050025156
"ERBB3","ERBB3",-0.103719459019241,3.04798506477363,-0.779916792163273,0.439006925781342,0.971308591842949,-5.48170962747539
"MCM7","MCM7",-0.0601719472889251,9.67880915392268,-1.860713587319,0.0684939448079323,0.954876800868526,-5.48172173185609
"ENSG00000294512","ENSG00000294512",0.00996553669065658,2.49535043653003,0.0364646476844903,0.971052738201543,0.998770264099139,-5.4818108362239
"SCN9A","SCN9A",-0.092775036728669,2.97357346514124,-0.706490212183482,0.483065163966438,0.979459321950558,-5.48192672248953
"NLGN3","NLGN3",0.037232758482554,2.43313095816831,0.204040029894726,0.839125782278753,0.993612806999304,-5.4821381972309
"ZNF407","ZNF407",-0.110855986873069,4.3799520529803,-1.08757745733348,0.281841723719429,0.966249064157513,-5.48228384396116
"ENSG00000234160","ENSG00000234160",-0.0395822403316934,2.49762640981159,-0.212204301719553,0.832784666441805,0.993612806999304,-5.48261800082847
"SLC10A3","SLC10A3",-0.106079963883596,4.1066643055564,-1.02315551772101,0.31101291812175,0.966249064157513,-5.48277070756868
"VASN","VASN",0.097047420794298,3.16110015761101,0.593649851172514,0.55534295349324,0.980227275351663,-5.4828064346903
"RFESD","RFESD",-0.0788242549056535,2.71995652701262,-0.506913805391467,0.614377350784184,0.982076180029318,-5.4829070416991
"ZNF620","ZNF620",0.105342898367195,4.22507812367311,1.06092393682833,0.293670923263866,0.966249064157513,-5.48306356317273
"FGFR4","FGFR4",-0.102948617668616,3.28636430005311,-0.730615074084181,0.468322708073873,0.975420281236356,-5.48316285374001
"CDCA7","CDCA7",0.0868881161069526,6.47409417193682,1.5126757338549,0.136470338369127,0.958632965274086,-5.48326336993103
"UQCC5","UQCC5",-0.102198396854245,3.71671876769891,-0.905219700648874,0.369561341805606,0.966249064157513,-5.48329839480321
"SLC27A5","SLC27A5",-0.0279360117014122,2.38610411056484,-0.15766987684604,0.875333050274903,0.99473195164592,-5.48334905428229
"DMTF1","DMTF1",0.0886756864104132,6.25594456407658,1.46947007097729,0.147783519218117,0.96464342538775,-5.48338810012684
"DDX12B","DDX12B",0.110428217262719,3.7196037561947,0.910855996150189,0.366611811436403,0.966249064157513,-5.48345832085363
