"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MCUB",1274.10865606588,-0.0723084415819101,0.0609975532466277,-1.18543183674187,0.235846750280763,0.697505425169284
"HOXA11",916.440619671046,-0.0150143968611696,0.0669233323782394,-0.224352200161085,0.822483261383378,0.967955956074202
"POLR2J",1835.77215441951,0.000144302981959155,0.0774424616110053,0.00186335737471765,0.998513256779808,0.999406817292709
"DHX33",4528.62987361818,-0.0666195087142895,0.0514238016049633,-1.29549948924545,0.195147977439434,0.651021027004335
"MEOX1",21.50380757374,-0.984454510899555,0.354884823930645,-2.77401129751309,0.00553697553256463,NA
"LIG3",2782.40318080253,-0.0753823915376482,0.0469795685554469,-1.60457819974824,0.108586662212346,0.527939535336749
"RPAP3",3283.02462362373,0.0118921010435243,0.0495015765940218,0.240236813890903,0.810146675825498,0.965670213082549
"ACSM3",95.3157824822946,0.1225910328347,0.150407216750768,0.81506084271102,0.415037484112538,0.822652838253029
"REXO5",556.979614189132,0.00172616112635407,0.0762741247786943,0.0226310184661238,0.981944601001666,0.997148175394693
"CIAPIN1",2547.8257501557,-0.0258857025832771,0.0536235011306766,-0.482730557264351,0.629287063428778,0.920712439315729
"SPPL2B",942.096293364788,0.0906354564370955,0.0662416408187603,1.36825500269653,0.171232270295117,0.62198719263089
"ATOSB",48.8926250347686,0.0755123851194161,0.209856968952133,0.359827865123888,0.718975863663416,NA
"COPZ2",9.98844426214771,-0.171328189736556,0.448806904107855,-0.381741430821179,0.702653165811186,NA
"PRKAR2B",2245.99026625645,0.0030303373266264,0.0500703166868808,0.0605216329182994,0.951740186851371,0.992249619704292
"MSL3",1327.76557268042,-0.0870687208844688,0.0501381978286338,-1.73657460090725,0.0824622859522805,0.474990949763465
"CREBBP",5297.80925443705,-0.0154783750572162,0.0933538187268147,-0.165803341184267,0.868311716635333,0.975490333508805
"GCFC2",1163.84102048167,-0.0746762109293444,0.056738600455967,-1.31614474677249,0.188125464646487,0.642205214080392
"WDR54",563.654112858422,0.0861314141503243,0.0955564208533462,0.90136710208635,0.367393166910221,0.793540905465614
"CROT",340.865675603241,0.0509639032013085,0.0905758675945704,0.56266536059505,0.573662775951272,0.899012102449277
"ABCB4",72.0421604369882,-0.128626626036004,0.174560376213393,-0.736860385078247,0.461207256970865,NA
"KMT2E",1911.91345574198,-0.0121556538544875,0.079241054896303,-0.153400959520222,0.878082088255072,0.975490333508805
"RHBDD2",1172.66590093362,-0.159695749559321,0.0561552885422351,-2.84382386245262,0.00445756822536656,0.114015513257141
"SOX8",144.534147135167,-0.105327808758534,0.139281583919385,-0.756222077568394,0.449516058072552,0.84074126823755
"IBTK",3406.505341599,0.075506624568595,0.0615193276071394,1.22736426917372,0.21968570967184,0.678970256320673
"ZNF195",1072.4723339255,-0.000340517770455369,0.0585512735687978,-0.0058157192781684,0.995359753535527,0.998747247606376
"MYCBP2",3638.53407343748,0.0362956681984265,0.129013147412231,0.281333096094867,0.778454927950178,0.957373563680848
"FBXL3",1603.77099147307,-0.00998438521087249,0.0491321084643266,-0.203215077124603,0.83896692885789,0.973540540000776
"PDK2",470.871109988931,0.148980958667478,0.0785071338273774,1.89767415270897,0.0577390194913229,0.416663539760433
"ITGA3",206.288656360438,-0.00707339514375133,0.124210051392147,-0.056947043049034,0.954587380154839,0.992335322183775
"ZFX",1886.74553928492,0.10647499112515,0.0661224077445364,1.61027093170163,0.107338722222113,0.525684067454862
